componente,unidade,Valor por 100g,Colher servir cheia (50 g),Colher servir rasa (35 g),codigo_alimento,nome_alimento
Energia,kJ,178,88,62,BRC0691B,Nome não encontrado
Energia,kcal,42,21,14,BRC0691B,Nome não encontrado
Umidade,g,"89,2","44,6","31,2",BRC0691B,Nome não encontrado
Carboidrato total,g,"7,80","3,90","2,73",BRC0691B,Nome não encontrado
Carboidrato disponível,g,"6,09","3,04","2,13",BRC0691B,Nome não encontrado
Proteína,g,"0,92","0,46","0,32",BRC0691B,Nome não encontrado
Lipídios,g,"1,22","0,61","0,43",BRC0691B,Nome não encontrado
Fibra alimentar,g,"1,71","0,85","0,60",BRC0691B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0691B,Nome não encontrado
Cinzas,g,"0,83","0,42","0,29",BRC0691B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0691B,Nome não encontrado
Ácidos graxos saturados,g,"0,18","0,09","0,06",BRC0691B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,26","0,13","0,09",BRC0691B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,71","0,35","0,25",BRC0691B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0691B,Nome não encontrado
Cálcio,mg,"9,70","4,85","3,40",BRC0691B,Nome não encontrado
Ferro,mg,"0,16","0,08","0,06",BRC0691B,Nome não encontrado
Sódio,mg,190,"95,4","66,8",BRC0691B,Nome não encontrado
Magnésio,mg,"7,81","3,91","2,73",BRC0691B,Nome não encontrado
Fósforo,mg,"21,6","10,8","7,55",BRC0691B,Nome não encontrado
Potássio,mg,182,"91,3","63,9",BRC0691B,Nome não encontrado
Manganês,mg,"0,06","0,03","0,02",BRC0691B,Nome não encontrado
Zinco,mg,"0,16","0,08","0,06",BRC0691B,Nome não encontrado
Cobre,mg,"0,03","0,02","0,01",BRC0691B,Nome não encontrado
Selênio,mcg,"0,27","0,13","0,09",BRC0691B,Nome não encontrado
Vitamina A (RE),mcg,198,"99,1","69,4",BRC0691B,Nome não encontrado
Vitamina A (RAE),mcg,"99,1","49,5","34,7",BRC0691B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0691B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,49","0,25","0,17",BRC0691B,Nome não encontrado
Tiamina,mg,"0,05","0,02","0,02",BRC0691B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0691B,Nome não encontrado
Niacina,mg,"0,52","0,26","0,18",BRC0691B,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0691B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0691B,Nome não encontrado
Vitamina C,mg,"3,59","1,80","1,26",BRC0691B,Nome não encontrado
Equivalente de folato,mcg,"9,79","4,90","3,43",BRC0691B,Nome não encontrado
Sal de adição,g,"0,47","0,24","0,16",BRC0691B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0691B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0691B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0691B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0691B,Nome não encontrado
