componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,244,60,BRC0255B,Nome não encontrado
Energia,kcal,58,14,BRC0255B,Nome não encontrado
Umidade,g,"85,1","21,3",BRC0255B,Nome não encontrado
Carboidrato total,g,"8,18","2,04",BRC0255B,Nome não encontrado
Carboidrato disponível,g,"4,37","1,09",BRC0255B,Nome não encontrado
Proteína,g,"3,71","0,93",BRC0255B,Nome não encontrado
Lipídios,g,"2,06","0,51",BRC0255B,Nome não encontrado
Fibra alimentar,g,"3,80","0,95",BRC0255B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0255B,Nome não encontrado
Cinzas,g,"0,95","0,24",BRC0255B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0255B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,05",BRC0255B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,47","0,12",BRC0255B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,80","0,20",BRC0255B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0255B,Nome não encontrado
Cálcio,mg,133,"33,3",BRC0255B,Nome não encontrado
Ferro,mg,"2,15","0,54",BRC0255B,Nome não encontrado
Sódio,mg,"5,68","1,42",BRC0255B,Nome não encontrado
Magnésio,mg,"31,1","7,78",BRC0255B,Nome não encontrado
Fósforo,mg,116,"29,2",BRC0255B,Nome não encontrado
Potássio,mg,720,180,BRC0255B,Nome não encontrado
Manganês,mg,"0,28","0,07",BRC0255B,Nome não encontrado
Zinco,mg,"0,57","0,14",BRC0255B,Nome não encontrado
Cobre,mg,"0,10","0,03",BRC0255B,Nome não encontrado
Selênio,mcg,"1,26","0,32",BRC0255B,Nome não encontrado
Vitamina A (RE),mcg,1530,382,BRC0255B,Nome não encontrado
Vitamina A (RAE),mcg,765,191,BRC0255B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0255B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,21","1,05",BRC0255B,Nome não encontrado
Tiamina,mg,"0,09","0,02",BRC0255B,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0255B,Nome não encontrado
Niacina,mg,traços,traços,BRC0255B,Nome não encontrado
Vitamina B6,mg,"0,10","0,02",BRC0255B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0255B,Nome não encontrado
Vitamina C,mg,"45,3","11,3",BRC0255B,Nome não encontrado
Equivalente de folato,mcg,"12,2","3,05",BRC0255B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0255B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0255B,Nome não encontrado
Gordura de adição,g,-,-,BRC0255B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0255B,Nome não encontrado
Proteína animal,g,-,-,BRC0255B,Nome não encontrado
