componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,478,119,BRC0812B,Nome não encontrado
Energia,kcal,114,28,BRC0812B,Nome não encontrado
Umidade,g,"71,2","17,8",BRC0812B,Nome não encontrado
Carboidrato total,g,"12,4","3,11",BRC0812B,Nome não encontrado
Carboidrato disponível,g,"9,17","2,29",BRC0812B,Nome não encontrado
Proteína,g,"10,3","2,57",BRC0812B,Nome não encontrado
Lipídios,g,"3,26","0,82",BRC0812B,Nome não encontrado
Fibra alimentar,g,"3,28","0,82",BRC0812B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0812B,Nome não encontrado
Cinzas,g,"2,85","0,71",BRC0812B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0812B,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,13",BRC0812B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,80","0,20",BRC0812B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,07","0,52",BRC0812B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0812B,Nome não encontrado
Cálcio,mg,"31,4","7,86",BRC0812B,Nome não encontrado
Ferro,mg,"2,19","0,55",BRC0812B,Nome não encontrado
Sódio,mg,551,137,BRC0812B,Nome não encontrado
Magnésio,mg,"15,0","3,75",BRC0812B,Nome não encontrado
Fósforo,mg,124,"31,1",BRC0812B,Nome não encontrado
Potássio,mg,201,"50,3",BRC0812B,Nome não encontrado
Manganês,mg,"0,06","0,02",BRC0812B,Nome não encontrado
Zinco,mg,"0,68","0,17",BRC0812B,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC0812B,Nome não encontrado
Selênio,mcg,"0,23","0,06",BRC0812B,Nome não encontrado
Vitamina A (RE),mcg,100,"25,0",BRC0812B,Nome não encontrado
Vitamina A (RAE),mcg,"50,3","12,6",BRC0812B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0812B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,72","0,18",BRC0812B,Nome não encontrado
Tiamina,mg,"0,07","0,02",BRC0812B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0812B,Nome não encontrado
Niacina,mg,"0,21","0,05",BRC0812B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01",BRC0812B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0812B,Nome não encontrado
Vitamina C,mg,"12,2","3,06",BRC0812B,Nome não encontrado
Equivalente de folato,mcg,"33,3","8,33",BRC0812B,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC0812B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0812B,Nome não encontrado
Gordura de adição,g,-,-,BRC0812B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0812B,Nome não encontrado
Proteína animal,g,-,-,BRC0812B,Nome não encontrado
