componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (45 g),codigo_alimento,nome_alimento
Energia,kJ,581,348,261,BRC0626A,Nome não encontrado
Energia,kcal,139,83,62,BRC0626A,Nome não encontrado
Umidade,g,"72,9","43,8","32,8",BRC0626A,Nome não encontrado
Carboidrato total,g,"15,3","9,16","6,87",BRC0626A,Nome não encontrado
Carboidrato disponível,g,"13,6","8,15","6,12",BRC0626A,Nome não encontrado
Proteína,g,"3,40","2,04","1,53",BRC0626A,Nome não encontrado
Lipídios,g,"7,16","4,30","3,22",BRC0626A,Nome não encontrado
Fibra alimentar,g,"1,67","1,00","0,75",BRC0626A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0626A,Nome não encontrado
Cinzas,g,"1,26","0,76","0,57",BRC0626A,Nome não encontrado
Colesterol,mg,"7,41","4,45","3,34",BRC0626A,Nome não encontrado
Ácidos graxos saturados,g,"2,94","1,77","1,32",BRC0626A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,97","1,78","1,34",BRC0626A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,60","0,36","0,27",BRC0626A,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,08","0,06",BRC0626A,Nome não encontrado
Cálcio,mg,"57,3","34,4","25,8",BRC0626A,Nome não encontrado
Ferro,mg,"0,78","0,47","0,35",BRC0626A,Nome não encontrado
Sódio,mg,323,194,145,BRC0626A,Nome não encontrado
Magnésio,mg,"16,7","10,00","7,50",BRC0626A,Nome não encontrado
Fósforo,mg,"76,1","45,7","34,3",BRC0626A,Nome não encontrado
Potássio,mg,142,"85,4","64,0",BRC0626A,Nome não encontrado
Manganês,mg,"0,42","0,25","0,19",BRC0626A,Nome não encontrado
Zinco,mg,"0,95","0,57","0,43",BRC0626A,Nome não encontrado
Cobre,mg,"0,41","0,25","0,18",BRC0626A,Nome não encontrado
Selênio,mcg,"11,3","6,77","5,08",BRC0626A,Nome não encontrado
Vitamina A (RE),mcg,"30,1","18,0","13,5",BRC0626A,Nome não encontrado
Vitamina A (RAE),mcg,"29,4","17,6","13,2",BRC0626A,Nome não encontrado
Vitamina D,mcg,"0,26","0,16","0,12",BRC0626A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,11","0,08",BRC0626A,Nome não encontrado
Tiamina,mg,"0,03","0,02","0,01",BRC0626A,Nome não encontrado
Riboflavina,mg,"0,14","0,08","0,06",BRC0626A,Nome não encontrado
Niacina,mg,"1,49","0,89","0,67",BRC0626A,Nome não encontrado
Vitamina B6,mg,"0,08","0,05","0,04",BRC0626A,Nome não encontrado
Vitamina B12,mcg,"0,07","0,04","0,03",BRC0626A,Nome não encontrado
Vitamina C,mg,"1,39","0,84","0,63",BRC0626A,Nome não encontrado
Equivalente de folato,mcg,"11,4","6,85","5,14",BRC0626A,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,21",BRC0626A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0626A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0626A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0626A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0626A,Nome não encontrado
