componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,196,49,BRC0220B,Nome não encontrado
Energia,kcal,47,11,BRC0220B,Nome não encontrado
Umidade,g,"89,3","22,3",BRC0220B,Nome não encontrado
Carboidrato total,g,"2,88","0,72",BRC0220B,Nome não encontrado
Carboidrato disponível,g,"0,66","0,17",BRC0220B,Nome não encontrado
Proteína,g,"3,54","0,89",BRC0220B,Nome não encontrado
Lipídios,g,"2,89","0,72",BRC0220B,Nome não encontrado
Fibra alimentar,g,"2,22","0,55",BRC0220B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0220B,Nome não encontrado
Cinzas,g,"1,41","0,35",BRC0220B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0220B,Nome não encontrado
Ácidos graxos saturados,g,"0,50","0,12",BRC0220B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,60","0,15",BRC0220B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,61","0,40",BRC0220B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0220B,Nome não encontrado
Cálcio,mg,138,"34,5",BRC0220B,Nome não encontrado
Ferro,mg,"1,68","0,42",BRC0220B,Nome não encontrado
Sódio,mg,136,"34,2",BRC0220B,Nome não encontrado
Magnésio,mg,"16,2","4,04",BRC0220B,Nome não encontrado
Fósforo,mg,"60,5","15,1",BRC0220B,Nome não encontrado
Potássio,mg,136,"34,2",BRC0220B,Nome não encontrado
Manganês,mg,"0,24","0,06",BRC0220B,Nome não encontrado
Zinco,mg,"0,64","0,16",BRC0220B,Nome não encontrado
Cobre,mg,"0,16","0,04",BRC0220B,Nome não encontrado
Selênio,mcg,"0,20","0,05",BRC0220B,Nome não encontrado
Vitamina A (RE),mcg,484,121,BRC0220B,Nome não encontrado
Vitamina A (RAE),mcg,242,"60,5",BRC0220B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0220B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,32","1,33",BRC0220B,Nome não encontrado
Tiamina,mg,"0,09","0,02",BRC0220B,Nome não encontrado
Riboflavina,mg,"0,20","0,05",BRC0220B,Nome não encontrado
Niacina,mg,"1,03","0,26",BRC0220B,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0220B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0220B,Nome não encontrado
Vitamina C,mg,"32,0","7,99",BRC0220B,Nome não encontrado
Equivalente de folato,mcg,"7,41","1,85",BRC0220B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0220B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0220B,Nome não encontrado
Gordura de adição,g,-,-,BRC0220B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0220B,Nome não encontrado
Proteína animal,g,-,-,BRC0220B,Nome não encontrado
