componente,unidade,Valor por 100g,Colher servir cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,1517,606,BRC0118A,Nome não encontrado
Energia,kcal,358,143,BRC0118A,Nome não encontrado
Umidade,g,"10,2","4,10",BRC0118A,Nome não encontrado
Carboidrato total,g,"77,9","31,2",BRC0118A,Nome não encontrado
Carboidrato disponível,g,"75,0","30,0",BRC0118A,Nome não encontrado
Proteína,g,"10,00","4,00",BRC0118A,Nome não encontrado
Lipídios,g,"1,30","0,52",BRC0118A,Nome não encontrado
Fibra alimentar,g,"2,93","1,17",BRC0118A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0118A,Nome não encontrado
Cinzas,g,"0,51","0,21",BRC0118A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0118A,Nome não encontrado
Ácidos graxos saturados,g,"0,30","0,12",BRC0118A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,15","0,06",BRC0118A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,42","0,17",BRC0118A,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,04",BRC0118A,Nome não encontrado
Cálcio,mg,"17,3","6,92",BRC0118A,Nome não encontrado
Ferro,mg,"4,20","1,68",BRC0118A,Nome não encontrado
Sódio,mg,"7,17","2,87",BRC0118A,Nome não encontrado
Magnésio,mg,"27,7","11,1",BRC0118A,Nome não encontrado
Fósforo,mg,"99,8","39,9",BRC0118A,Nome não encontrado
Potássio,mg,147,"58,8",BRC0118A,Nome não encontrado
Manganês,mg,"0,53","0,21",BRC0118A,Nome não encontrado
Zinco,mg,"0,78","0,31",BRC0118A,Nome não encontrado
Cobre,mg,"0,15","0,06",BRC0118A,Nome não encontrado
Selênio,mcg,"5,10","2,04",BRC0118A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0118A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0118A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0118A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,04",BRC0118A,Nome não encontrado
Tiamina,mg,"0,18","0,07",BRC0118A,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0118A,Nome não encontrado
Niacina,mg,"3,57","1,43",BRC0118A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0118A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0118A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0118A,Nome não encontrado
Equivalente de folato,mcg,272,109,BRC0118A,Nome não encontrado
Sal de adição,g,,,BRC0118A,Nome não encontrado
Açúcar de adição,g,,,BRC0118A,Nome não encontrado
Gordura de adição,g,,,BRC0118A,Nome não encontrado
Proteína vegetal,g,,,BRC0118A,Nome não encontrado
Proteína animal,g,,,BRC0118A,Nome não encontrado
