componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,632,695,BRC0492F,Nome não encontrado
Energia,kcal,150,165,BRC0492F,Nome não encontrado
Umidade,g,"66,2","72,8",BRC0492F,Nome não encontrado
Carboidrato total,g,"2,31","2,54",BRC0492F,Nome não encontrado
Carboidrato disponível,g,"1,63","1,79",BRC0492F,Nome não encontrado
Proteína,g,"25,4","28,0",BRC0492F,Nome não encontrado
Lipídios,g,"4,53","4,98",BRC0492F,Nome não encontrado
Fibra alimentar,g,"0,68","0,75",BRC0492F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0492F,Nome não encontrado
Cinzas,g,"1,57","1,72",BRC0492F,Nome não encontrado
Colesterol,mg,"72,2","79,4",BRC0492F,Nome não encontrado
Ácidos graxos saturados,g,"1,83","2,01",BRC0492F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,03","2,24",BRC0492F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,51","0,56",BRC0492F,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,02",BRC0492F,Nome não encontrado
Cálcio,mg,"18,0","19,8",BRC0492F,Nome não encontrado
Ferro,mg,"0,41","0,45",BRC0492F,Nome não encontrado
Sódio,mg,207,228,BRC0492F,Nome não encontrado
Magnésio,mg,"16,0","17,6",BRC0492F,Nome não encontrado
Fósforo,mg,176,193,BRC0492F,Nome não encontrado
Potássio,mg,278,305,BRC0492F,Nome não encontrado
Manganês,mg,"0,03","0,03",BRC0492F,Nome não encontrado
Zinco,mg,"1,29","1,41",BRC0492F,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0492F,Nome não encontrado
Selênio,mcg,"0,06","0,06",BRC0492F,Nome não encontrado
Vitamina A (RE),mcg,"73,6","81,0",BRC0492F,Nome não encontrado
Vitamina A (RAE),mcg,"36,8","40,5",BRC0492F,Nome não encontrado
Vitamina D,mcg,"0,26","0,28",BRC0492F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,31","0,34",BRC0492F,Nome não encontrado
Tiamina,mg,"0,54","0,59",BRC0492F,Nome não encontrado
Riboflavina,mg,"0,05","0,06",BRC0492F,Nome não encontrado
Niacina,mg,"8,88","9,77",BRC0492F,Nome não encontrado
Vitamina B6,mg,"0,10","0,11",BRC0492F,Nome não encontrado
Vitamina B12,mcg,"0,57","0,62",BRC0492F,Nome não encontrado
Vitamina C,mg,"12,4","13,6",BRC0492F,Nome não encontrado
Equivalente de folato,mcg,"5,10","5,61",BRC0492F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0492F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0492F,Nome não encontrado
Gordura de adição,g,-,-,BRC0492F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0492F,Nome não encontrado
Proteína animal,g,-,-,BRC0492F,Nome não encontrado
