componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,387,212,BRC0578N,Nome não encontrado
Energia,kcal,92,50,BRC0578N,Nome não encontrado
Umidade,g,"78,4","43,1",BRC0578N,Nome não encontrado
Carboidrato total,g,"5,82","3,20",BRC0578N,Nome não encontrado
Carboidrato disponível,g,"3,96","2,18",BRC0578N,Nome não encontrado
Proteína,g,"12,2","6,73",BRC0578N,Nome não encontrado
Lipídios,g,"2,62","1,44",BRC0578N,Nome não encontrado
Fibra alimentar,g,"1,87","1,03",BRC0578N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0578N,Nome não encontrado
Cinzas,g,"0,95","0,52",BRC0578N,Nome não encontrado
Colesterol,mg,"38,4","21,1",BRC0578N,Nome não encontrado
Ácidos graxos saturados,g,"1,00","0,55",BRC0578N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,02","0,56",BRC0578N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,17",BRC0578N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0578N,Nome não encontrado
Cálcio,mg,"10,5","5,78",BRC0578N,Nome não encontrado
Ferro,mg,"1,23","0,68",BRC0578N,Nome não encontrado
Sódio,mg,119,"65,8",BRC0578N,Nome não encontrado
Magnésio,mg,"18,8","10,3",BRC0578N,Nome não encontrado
Fósforo,mg,113,"62,5",BRC0578N,Nome não encontrado
Potássio,mg,251,138,BRC0578N,Nome não encontrado
Manganês,mg,"0,10","0,06",BRC0578N,Nome não encontrado
Zinco,mg,"2,63","1,45",BRC0578N,Nome não encontrado
Cobre,mg,"0,09","0,05",BRC0578N,Nome não encontrado
Selênio,mcg,"0,29","0,16",BRC0578N,Nome não encontrado
Vitamina A (RE),mcg,144,"79,4",BRC0578N,Nome não encontrado
Vitamina A (RAE),mcg,"72,4","39,8",BRC0578N,Nome não encontrado
Vitamina D,mcg,,,BRC0578N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,18","0,65",BRC0578N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0578N,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0578N,Nome não encontrado
Niacina,mg,"1,16","0,64",BRC0578N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0578N,Nome não encontrado
Vitamina B12,mcg,"1,26","0,69",BRC0578N,Nome não encontrado
Vitamina C,mg,"1,40","0,77",BRC0578N,Nome não encontrado
Equivalente de folato,mcg,"23,0","12,7",BRC0578N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0578N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0578N,Nome não encontrado
Gordura de adição,g,-,-,BRC0578N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0578N,Nome não encontrado
Proteína animal,g,-,-,BRC0578N,Nome não encontrado
