componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,737,221,BRC0095N,Nome não encontrado
Energia,kcal,175,52,BRC0095N,Nome não encontrado
Umidade,g,"58,9","17,7",BRC0095N,Nome não encontrado
Carboidrato total,g,"3,50","1,05",BRC0095N,Nome não encontrado
Carboidrato disponível,g,"3,50","1,05",BRC0095N,Nome não encontrado
Proteína,g,"24,6","7,38",BRC0095N,Nome não encontrado
Lipídios,g,"7,00","2,10",BRC0095N,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0095N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0095N,Nome não encontrado
Cinzas,g,"6,00","1,80",BRC0095N,Nome não encontrado
Colesterol,mg,"35,0","10,5",BRC0095N,Nome não encontrado
Ácidos graxos saturados,g,"4,41","1,32",BRC0095N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,01","0,60",BRC0095N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,22","0,07",BRC0095N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0095N,Nome não encontrado
Cálcio,mg,684,205,BRC0095N,Nome não encontrado
Ferro,mg,"0,43","0,13",BRC0095N,Nome não encontrado
Sódio,mg,1789,536,BRC0095N,Nome não encontrado
Magnésio,mg,"24,0","7,20",BRC0095N,Nome não encontrado
Fósforo,mg,827,248,BRC0095N,Nome não encontrado
Potássio,mg,180,"54,0",BRC0095N,Nome não encontrado
Manganês,mg,,,BRC0095N,Nome não encontrado
Zinco,mg,"3,32","1,00",BRC0095N,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0095N,Nome não encontrado
Selênio,mcg,"16,6","4,98",BRC0095N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0095N,Nome não encontrado
Vitamina A (RAE),mcg,"57,0","17,1",BRC0095N,Nome não encontrado
Vitamina D,mcg,"0,10","0,03",BRC0095N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,27","0,08",BRC0095N,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0095N,Nome não encontrado
Riboflavina,mg,"0,39","0,12",BRC0095N,Nome não encontrado
Niacina,mg,"0,08","0,02",BRC0095N,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0095N,Nome não encontrado
Vitamina B12,mcg,"0,77","0,23",BRC0095N,Nome não encontrado
Vitamina C,mg,"0,07","0,02",BRC0095N,Nome não encontrado
Equivalente de folato,mcg,"9,00","2,70",BRC0095N,Nome não encontrado
Sal de adição,g,,,BRC0095N,Nome não encontrado
Açúcar de adição,g,,,BRC0095N,Nome não encontrado
Gordura de adição,g,,,BRC0095N,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0095N,Nome não encontrado
Proteína animal,g,"24,6","7,38",BRC0095N,Nome não encontrado
