componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,543,325,BRC0651A,Nome não encontrado
Energia,kcal,206,123,BRC0651A,Nome não encontrado
Umidade,g,"65,1","39,1",BRC0651A,Nome não encontrado
Carboidrato total,g,"12,8","7,69",BRC0651A,Nome não encontrado
Carboidrato disponível,g,"11,7","7,04",BRC0651A,Nome não encontrado
Proteína,g,"5,71","3,42",BRC0651A,Nome não encontrado
Lipídios,g,"14,9","8,95",BRC0651A,Nome não encontrado
Fibra alimentar,g,"1,09","0,65",BRC0651A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0651A,Nome não encontrado
Cinzas,g,"1,45","0,87",BRC0651A,Nome não encontrado
Colesterol,mg,"51,0","30,6",BRC0651A,Nome não encontrado
Ácidos graxos saturados,g,"5,27","3,16",BRC0651A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,80","2,28",BRC0651A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,86","2,92",BRC0651A,Nome não encontrado
Ácidos graxos trans,g,"0,19","0,12",BRC0651A,Nome não encontrado
Cálcio,mg,102,"61,5",BRC0651A,Nome não encontrado
Ferro,mg,"0,64","0,38",BRC0651A,Nome não encontrado
Sódio,mg,288,173,BRC0651A,Nome não encontrado
Magnésio,mg,"15,1","9,06",BRC0651A,Nome não encontrado
Fósforo,mg,111,"66,7",BRC0651A,Nome não encontrado
Potássio,mg,198,118,BRC0651A,Nome não encontrado
Manganês,mg,"0,13","0,08",BRC0651A,Nome não encontrado
Zinco,mg,"0,61","0,37",BRC0651A,Nome não encontrado
Cobre,mg,"0,08","0,05",BRC0651A,Nome não encontrado
Selênio,mcg,"5,52","3,31",BRC0651A,Nome não encontrado
Vitamina A (RE),mcg,"86,5","51,9",BRC0651A,Nome não encontrado
Vitamina A (RAE),mcg,"83,9","50,3",BRC0651A,Nome não encontrado
Vitamina D,mcg,"0,89","0,53",BRC0651A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,44","0,87",BRC0651A,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0651A,Nome não encontrado
Riboflavina,mg,"0,16","0,10",BRC0651A,Nome não encontrado
Niacina,mg,"0,89","0,53",BRC0651A,Nome não encontrado
Vitamina B6,mg,"0,08","0,05",BRC0651A,Nome não encontrado
Vitamina B12,mcg,"0,31","0,19",BRC0651A,Nome não encontrado
Vitamina C,mg,"2,83","1,70",BRC0651A,Nome não encontrado
Equivalente de folato,mcg,"12,6","7,58",BRC0651A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0651A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0651A,Nome não encontrado
Gordura de adição,g,-,-,BRC0651A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0651A,Nome não encontrado
Proteína animal,g,-,-,BRC0651A,Nome não encontrado
