componente,unidade,Valor por 100g,Colher sopa cheia (8 g),codigo_alimento,nome_alimento
Energia,kJ,54,4,BRC0061B,Nome não encontrado
Energia,kcal,13,1,BRC0061B,Nome não encontrado
Umidade,g,"95,0","7,60",BRC0061B,Nome não encontrado
Carboidrato total,g,"2,43","0,19",BRC0061B,Nome não encontrado
Carboidrato disponível,g,"0,10","0,01",BRC0061B,Nome não encontrado
Proteína,g,"1,70","0,14",BRC0061B,Nome não encontrado
Lipídios,g,"0,12","0,01",BRC0061B,Nome não encontrado
Fibra alimentar,g,"2,33","0,19",BRC0061B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0061B,Nome não encontrado
Cinzas,g,"0,76","0,06",BRC0061B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0061B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00",BRC0061B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0061B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,01",BRC0061B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0061B,Nome não encontrado
Cálcio,mg,"27,5","2,20",BRC0061B,Nome não encontrado
Ferro,mg,"0,61","0,05",BRC0061B,Nome não encontrado
Sódio,mg,"4,23","0,34",BRC0061B,Nome não encontrado
Magnésio,mg,"9,11","0,73",BRC0061B,Nome não encontrado
Fósforo,mg,"26,1","2,09",BRC0061B,Nome não encontrado
Potássio,mg,348,"27,9",BRC0061B,Nome não encontrado
Manganês,mg,"0,33","0,03",BRC0061B,Nome não encontrado
Zinco,mg,"0,35","0,03",BRC0061B,Nome não encontrado
Cobre,mg,"0,03","0,00",BRC0061B,Nome não encontrado
Selênio,mcg,"0,20","0,02",BRC0061B,Nome não encontrado
Vitamina A (RE),mcg,380,"30,4",BRC0061B,Nome não encontrado
Vitamina A (RAE),mcg,190,"15,2",BRC0061B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0061B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,01",BRC0061B,Nome não encontrado
Tiamina,mg,"0,09","0,01",BRC0061B,Nome não encontrado
Riboflavina,mg,"0,08","0,01",BRC0061B,Nome não encontrado
Niacina,mg,"0,75","0,06",BRC0061B,Nome não encontrado
Vitamina B6,mg,"0,07","0,01",BRC0061B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0061B,Nome não encontrado
Vitamina C,mg,"21,4","1,71",BRC0061B,Nome não encontrado
Equivalente de folato,mcg,"37,8","3,03",BRC0061B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0061B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0061B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0061B,Nome não encontrado
Proteína vegetal,g,"1,69","0,14",BRC0061B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0061B,Nome não encontrado
