componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,563,281,BRC0011J,Nome não encontrado
Energia,kcal,135,67,BRC0011J,Nome não encontrado
Umidade,g,"76,6","38,3",BRC0011J,Nome não encontrado
Carboidrato total,g,"2,13","1,07",BRC0011J,Nome não encontrado
Carboidrato disponível,g,"2,13","1,07",BRC0011J,Nome não encontrado
Proteína,g,"11,3","5,64",BRC0011J,Nome não encontrado
Lipídios,g,"9,05","4,52",BRC0011J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0011J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0011J,Nome não encontrado
Cinzas,g,"0,89","0,45",BRC0011J,Nome não encontrado
Colesterol,mg,361,180,BRC0011J,Nome não encontrado
Ácidos graxos saturados,g,"2,64","1,32",BRC0011J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,66","1,83",BRC0011J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,22","0,61",BRC0011J,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0011J,Nome não encontrado
Cálcio,mg,"40,4","20,2",BRC0011J,Nome não encontrado
Ferro,mg,"1,79","0,90",BRC0011J,Nome não encontrado
Sódio,mg,160,"80,4",BRC0011J,Nome não encontrado
Magnésio,mg,"10,7","5,34",BRC0011J,Nome não encontrado
Fósforo,mg,157,"78,7",BRC0011J,Nome não encontrado
Potássio,mg,143,"71,8",BRC0011J,Nome não encontrado
Manganês,mg,traços,traços,BRC0011J,Nome não encontrado
Zinco,mg,"1,33","0,67",BRC0011J,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0011J,Nome não encontrado
Selênio,mcg,"15,0","7,50",BRC0011J,Nome não encontrado
Vitamina A (RE),mcg,159,"79,5",BRC0011J,Nome não encontrado
Vitamina A (RAE),mcg,158,"79,4",BRC0011J,Nome não encontrado
Vitamina D,mcg,"1,90","0,95",BRC0011J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,00","0,50",BRC0011J,Nome não encontrado
Tiamina,mg,"0,07","0,03",BRC0011J,Nome não encontrado
Riboflavina,mg,"0,58","0,29",BRC0011J,Nome não encontrado
Niacina,mg,"0,72","0,36",BRC0011J,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0011J,Nome não encontrado
Vitamina B12,mcg,"0,87","0,44",BRC0011J,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0011J,Nome não encontrado
Equivalente de folato,mcg,"46,0","23,0",BRC0011J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0011J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0011J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0011J,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0011J,Nome não encontrado
Proteína animal,g,"11,3","5,64",BRC0011J,Nome não encontrado
