componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,196,39,254,BRC0257B,Nome não encontrado
Energia,kcal,47,9,60,BRC0257B,Nome não encontrado
Umidade,g,"90,4","18,1",117,BRC0257B,Nome não encontrado
Carboidrato total,g,"5,83","1,17","7,57",BRC0257B,Nome não encontrado
Carboidrato disponível,g,"5,15","1,03","6,69",BRC0257B,Nome não encontrado
Proteína,g,"1,34","0,27","1,75",BRC0257B,Nome não encontrado
Lipídios,g,"2,17","0,43","2,82",BRC0257B,Nome não encontrado
Fibra alimentar,g,"0,68","0,14","0,88",BRC0257B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0257B,Nome não encontrado
Cinzas,g,"0,29","0,06","0,38",BRC0257B,Nome não encontrado
Colesterol,mg,"2,20","0,44","2,86",BRC0257B,Nome não encontrado
Ácidos graxos saturados,g,"0,85","0,17","1,11",BRC0257B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,50","0,10","0,65",BRC0257B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,64","0,13","0,83",BRC0257B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,02",BRC0257B,Nome não encontrado
Cálcio,mg,"30,7","6,13","39,9",BRC0257B,Nome não encontrado
Ferro,mg,"0,25","0,05","0,32",BRC0257B,Nome não encontrado
Sódio,mg,"13,0","2,60","16,9",BRC0257B,Nome não encontrado
Magnésio,mg,"6,21","1,24","8,07",BRC0257B,Nome não encontrado
Fósforo,mg,"25,2","5,03","32,7",BRC0257B,Nome não encontrado
Potássio,mg,"88,5","17,7",115,BRC0257B,Nome não encontrado
Manganês,mg,"0,07","0,01","0,09",BRC0257B,Nome não encontrado
Zinco,mg,"0,16","0,03","0,21",BRC0257B,Nome não encontrado
Cobre,mg,"0,03","0,01","0,03",BRC0257B,Nome não encontrado
Selênio,mcg,"1,13","0,23","1,46",BRC0257B,Nome não encontrado
Vitamina A (RE),mcg,"38,3","7,67","49,8",BRC0257B,Nome não encontrado
Vitamina A (RAE),mcg,"26,2","5,23","34,0",BRC0257B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0257B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,36","0,07","0,47",BRC0257B,Nome não encontrado
Tiamina,mg,"0,02","0,00","0,02",BRC0257B,Nome não encontrado
Riboflavina,mg,"0,05","0,01","0,06",BRC0257B,Nome não encontrado
Niacina,mg,"0,29","0,06","0,38",BRC0257B,Nome não encontrado
Vitamina B6,mg,"0,02","0,00","0,02",BRC0257B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0257B,Nome não encontrado
Vitamina C,mg,"3,34","0,67","4,35",BRC0257B,Nome não encontrado
Equivalente de folato,mcg,"16,2","3,23","21,0",BRC0257B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0257B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0257B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0257B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0257B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0257B,Nome não encontrado
