componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,513,282,205,BRC0514A,Nome não encontrado
Energia,kcal,124,68,49,BRC0514A,Nome não encontrado
Umidade,g,"73,1","40,2","29,2",BRC0514A,Nome não encontrado
Carboidrato total,g,"16,8","9,24","6,72",BRC0514A,Nome não encontrado
Carboidrato disponível,g,"15,0","8,27","6,01",BRC0514A,Nome não encontrado
Proteína,g,"4,55","2,50","1,82",BRC0514A,Nome não encontrado
Lipídios,g,"4,67","2,57","1,87",BRC0514A,Nome não encontrado
Fibra alimentar,g,"1,81","1,00","0,72",BRC0514A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0514A,Nome não encontrado
Cinzas,g,"0,85","0,47","0,34",BRC0514A,Nome não encontrado
Colesterol,mg,"40,5","22,3","16,2",BRC0514A,Nome não encontrado
Ácidos graxos saturados,g,"1,00","0,55","0,40",BRC0514A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,36","0,75","0,54",BRC0514A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,86","1,02","0,74",BRC0514A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,01",BRC0514A,Nome não encontrado
Cálcio,mg,"10,2","5,60","4,08",BRC0514A,Nome não encontrado
Ferro,mg,"0,37","0,20","0,15",BRC0514A,Nome não encontrado
Sódio,mg,158,"87,1","63,4",BRC0514A,Nome não encontrado
Magnésio,mg,"19,5","10,7","7,81",BRC0514A,Nome não encontrado
Fósforo,mg,"79,9","44,0","32,0",BRC0514A,Nome não encontrado
Potássio,mg,116,"64,3","46,7",BRC0514A,Nome não encontrado
Manganês,mg,"0,19","0,11","0,08",BRC0514A,Nome não encontrado
Zinco,mg,"0,53","0,29","0,21",BRC0514A,Nome não encontrado
Cobre,mg,"0,04","0,02","0,01",BRC0514A,Nome não encontrado
Selênio,mcg,"2,80","1,54","1,12",BRC0514A,Nome não encontrado
Vitamina A (RE),mcg,"80,8","44,4","32,3",BRC0514A,Nome não encontrado
Vitamina A (RAE),mcg,"48,9","26,9","19,6",BRC0514A,Nome não encontrado
Vitamina D,mcg,"0,24","0,13","0,10",BRC0514A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,69","0,38","0,27",BRC0514A,Nome não encontrado
Tiamina,mg,"0,12","0,07","0,05",BRC0514A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,02",BRC0514A,Nome não encontrado
Niacina,mg,"0,62","0,34","0,25",BRC0514A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0514A,Nome não encontrado
Vitamina B12,mcg,"0,12","0,06","0,05",BRC0514A,Nome não encontrado
Vitamina C,mg,"1,18","0,65","0,47",BRC0514A,Nome não encontrado
Equivalente de folato,mcg,"8,39","4,61","3,36",BRC0514A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0514A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0514A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0514A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0514A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0514A,Nome não encontrado
