componente,unidade,Valor por 100g,Colher servir cheia (45 g),codigo_alimento,nome_alimento
Energia,kJ,574,258,BRC0376E,Nome não encontrado
Energia,kcal,137,61,BRC0376E,Nome não encontrado
Umidade,g,"73,8","33,2",BRC0376E,Nome não encontrado
Carboidrato total,g,"2,89","1,30",BRC0376E,Nome não encontrado
Carboidrato disponível,g,"2,40","1,08",BRC0376E,Nome não encontrado
Proteína,g,"13,2","5,95",BRC0376E,Nome não encontrado
Lipídios,g,"8,21","3,70",BRC0376E,Nome não encontrado
Fibra alimentar,g,"0,49","0,22",BRC0376E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0376E,Nome não encontrado
Cinzas,g,"1,89","0,85",BRC0376E,Nome não encontrado
Colesterol,mg,"90,9","40,9",BRC0376E,Nome não encontrado
Ácidos graxos saturados,g,"4,10","1,84",BRC0376E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,82","0,82",BRC0376E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,63","0,74",BRC0376E,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0376E,Nome não encontrado
Cálcio,mg,"40,9","18,4",BRC0376E,Nome não encontrado
Ferro,mg,"8,59","3,87",BRC0376E,Nome não encontrado
Sódio,mg,411,185,BRC0376E,Nome não encontrado
Magnésio,mg,"27,0","12,2",BRC0376E,Nome não encontrado
Fósforo,mg,116,"52,3",BRC0376E,Nome não encontrado
Potássio,mg,237,106,BRC0376E,Nome não encontrado
Manganês,mg,"0,34","0,15",BRC0376E,Nome não encontrado
Zinco,mg,"1,48","0,67",BRC0376E,Nome não encontrado
Cobre,mg,"0,65","0,29",BRC0376E,Nome não encontrado
Selênio,mcg,"13,5","6,08",BRC0376E,Nome não encontrado
Vitamina A (RE),mcg,312,140,BRC0376E,Nome não encontrado
Vitamina A (RAE),mcg,182,"82,0",BRC0376E,Nome não encontrado
Vitamina D,mcg,"0,01","0,00",BRC0376E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,25","0,56",BRC0376E,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0376E,Nome não encontrado
Riboflavina,mg,"0,06","0,03",BRC0376E,Nome não encontrado
Niacina,mg,"1,31","0,59",BRC0376E,Nome não encontrado
Vitamina B6,mg,"0,14","0,06",BRC0376E,Nome não encontrado
Vitamina B12,mcg,"7,43","3,34",BRC0376E,Nome não encontrado
Vitamina C,mg,"12,0","5,39",BRC0376E,Nome não encontrado
Equivalente de folato,mcg,"17,8","8,02",BRC0376E,Nome não encontrado
Sal de adição,g,"0,45","0,20",BRC0376E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0376E,Nome não encontrado
Gordura de adição,g,-,-,BRC0376E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0376E,Nome não encontrado
Proteína animal,g,-,-,BRC0376E,Nome não encontrado
