componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,381,209,BRC0126N,Nome não encontrado
Energia,kcal,91,50,BRC0126N,Nome não encontrado
Umidade,g,"80,9","44,5",BRC0126N,Nome não encontrado
Carboidrato total,g,"4,12","2,27",BRC0126N,Nome não encontrado
Carboidrato disponível,g,"3,26","1,79",BRC0126N,Nome não encontrado
Proteína,g,"10,3","5,66",BRC0126N,Nome não encontrado
Lipídios,g,"3,90","2,14",BRC0126N,Nome não encontrado
Fibra alimentar,g,"0,86","0,48",BRC0126N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0126N,Nome não encontrado
Cinzas,g,"0,76","0,42",BRC0126N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0126N,Nome não encontrado
Ácidos graxos saturados,g,"1,94","1,07",BRC0126N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,31","0,72",BRC0126N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,07",BRC0126N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0126N,Nome não encontrado
Cálcio,mg,"8,34","4,59",BRC0126N,Nome não encontrado
Ferro,mg,"0,93","0,51",BRC0126N,Nome não encontrado
Sódio,mg,121,"66,9",BRC0126N,Nome não encontrado
Magnésio,mg,"8,97","4,93",BRC0126N,Nome não encontrado
Fósforo,mg,"70,4","38,7",BRC0126N,Nome não encontrado
Potássio,mg,197,108,BRC0126N,Nome não encontrado
Manganês,mg,"0,03","0,02",BRC0126N,Nome não encontrado
Zinco,mg,"2,88","1,58",BRC0126N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0126N,Nome não encontrado
Selênio,mcg,"0,22","0,12",BRC0126N,Nome não encontrado
Vitamina A (RE),mcg,148,"81,7",BRC0126N,Nome não encontrado
Vitamina A (RAE),mcg,"74,5","41,0",BRC0126N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0126N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,15",BRC0126N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0126N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0126N,Nome não encontrado
Niacina,mg,"1,00","0,55",BRC0126N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0126N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0126N,Nome não encontrado
Vitamina C,mg,"1,05","0,58",BRC0126N,Nome não encontrado
Equivalente de folato,mcg,"5,68","3,12",BRC0126N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0126N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0126N,Nome não encontrado
Gordura de adição,g,-,-,BRC0126N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0126N,Nome não encontrado
Proteína animal,g,-,-,BRC0126N,Nome não encontrado
