componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,477,262,BRC0442N,Nome não encontrado
Energia,kcal,114,62,BRC0442N,Nome não encontrado
Umidade,g,"77,6","42,7",BRC0442N,Nome não encontrado
Carboidrato total,g,"5,43","2,99",BRC0442N,Nome não encontrado
Carboidrato disponível,g,"4,52","2,48",BRC0442N,Nome não encontrado
Proteína,g,"10,2","5,59",BRC0442N,Nome não encontrado
Lipídios,g,"5,94","3,27",BRC0442N,Nome não encontrado
Fibra alimentar,g,"0,92","0,50",BRC0442N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0442N,Nome não encontrado
Cinzas,g,"0,82","0,45",BRC0442N,Nome não encontrado
Colesterol,mg,"37,8","20,8",BRC0442N,Nome não encontrado
Ácidos graxos saturados,g,"2,26","1,24",BRC0442N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,79","1,53",BRC0442N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,20",BRC0442N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0442N,Nome não encontrado
Cálcio,mg,"9,86","5,42",BRC0442N,Nome não encontrado
Ferro,mg,"1,00","0,55",BRC0442N,Nome não encontrado
Sódio,mg,121,"66,9",BRC0442N,Nome não encontrado
Magnésio,mg,"9,31","5,12",BRC0442N,Nome não encontrado
Fósforo,mg,"70,6","38,9",BRC0442N,Nome não encontrado
Potássio,mg,201,111,BRC0442N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0442N,Nome não encontrado
Zinco,mg,"2,96","1,63",BRC0442N,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0442N,Nome não encontrado
Selênio,mcg,"0,14","0,08",BRC0442N,Nome não encontrado
Vitamina A (RE),mcg,149,"82,0",BRC0442N,Nome não encontrado
Vitamina A (RAE),mcg,"74,8","41,1",BRC0442N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0442N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,36","0,20",BRC0442N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0442N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0442N,Nome não encontrado
Niacina,mg,"1,35","0,74",BRC0442N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0442N,Nome não encontrado
Vitamina B12,mcg,"0,95","0,52",BRC0442N,Nome não encontrado
Vitamina C,mg,"3,68","2,02",BRC0442N,Nome não encontrado
Equivalente de folato,mcg,"5,84","3,21",BRC0442N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0442N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0442N,Nome não encontrado
Gordura de adição,g,-,-,BRC0442N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0442N,Nome não encontrado
Proteína animal,g,-,-,BRC0442N,Nome não encontrado
