componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (150 g),codigo_alimento,nome_alimento
Energia,kJ,641,961,BRC0236T,Nome não encontrado
Energia,kcal,154,231,BRC0236T,Nome não encontrado
Umidade,g,"72,0",107,BRC0236T,Nome não encontrado
Carboidrato total,g,"8,34","12,5",BRC0236T,Nome não encontrado
Carboidrato disponível,g,"6,21","9,31",BRC0236T,Nome não encontrado
Proteína,g,"8,09","12,1",BRC0236T,Nome não encontrado
Lipídios,g,"10,3","15,4",BRC0236T,Nome não encontrado
Fibra alimentar,g,"2,13","3,20",BRC0236T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0236T,Nome não encontrado
Cinzas,g,"1,32","1,98",BRC0236T,Nome não encontrado
Colesterol,mg,"19,8","29,7",BRC0236T,Nome não encontrado
Ácidos graxos saturados,g,"2,95","4,42",BRC0236T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,76","7,14",BRC0236T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,22","1,83",BRC0236T,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,12",BRC0236T,Nome não encontrado
Cálcio,mg,"12,8","19,2",BRC0236T,Nome não encontrado
Ferro,mg,"0,94","1,40",BRC0236T,Nome não encontrado
Sódio,mg,328,492,BRC0236T,Nome não encontrado
Magnésio,mg,"15,3","22,9",BRC0236T,Nome não encontrado
Fósforo,mg,"87,0",130,BRC0236T,Nome não encontrado
Potássio,mg,243,364,BRC0236T,Nome não encontrado
Manganês,mg,"0,27","0,41",BRC0236T,Nome não encontrado
Zinco,mg,"1,36","2,04",BRC0236T,Nome não encontrado
Cobre,mg,"0,13","0,19",BRC0236T,Nome não encontrado
Selênio,mcg,"3,27","4,91",BRC0236T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0236T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0236T,Nome não encontrado
Vitamina D,mcg,"0,02","0,02",BRC0236T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,41","0,62",BRC0236T,Nome não encontrado
Tiamina,mg,"0,13","0,19",BRC0236T,Nome não encontrado
Riboflavina,mg,"0,01","0,02",BRC0236T,Nome não encontrado
Niacina,mg,"1,27","1,90",BRC0236T,Nome não encontrado
Vitamina B6,mg,"0,16","0,23",BRC0236T,Nome não encontrado
Vitamina B12,mcg,"0,66","1,00",BRC0236T,Nome não encontrado
Vitamina C,mg,"5,93","8,89",BRC0236T,Nome não encontrado
Equivalente de folato,mcg,"29,2","43,9",BRC0236T,Nome não encontrado
Sal de adição,g,"0,33","0,50",BRC0236T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0236T,Nome não encontrado
Gordura de adição,g,-,-,BRC0236T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0236T,Nome não encontrado
Proteína animal,g,-,-,BRC0236T,Nome não encontrado
