componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (60 g),codigo_alimento,nome_alimento
Energia,kJ,2109,1265,BRC0117K,Nome não encontrado
Energia,kcal,505,303,BRC0117K,Nome não encontrado
Umidade,g,"8,91","5,34",BRC0117K,Nome não encontrado
Carboidrato total,g,"52,2","31,3",BRC0117K,Nome não encontrado
Carboidrato disponível,g,"51,3","30,8",BRC0117K,Nome não encontrado
Proteína,g,"6,05","3,63",BRC0117K,Nome não encontrado
Lipídios,g,"30,5","18,3",BRC0117K,Nome não encontrado
Fibra alimentar,g,"0,92","0,55",BRC0117K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0117K,Nome não encontrado
Cinzas,g,"2,38","1,43",BRC0117K,Nome não encontrado
Colesterol,mg,"6,02","3,61",BRC0117K,Nome não encontrado
Ácidos graxos saturados,g,"5,23","3,14",BRC0117K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,23","4,94",BRC0117K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"15,4","9,26",BRC0117K,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0117K,Nome não encontrado
Cálcio,mg,"66,4","39,8",BRC0117K,Nome não encontrado
Ferro,mg,"3,40","2,04",BRC0117K,Nome não encontrado
Sódio,mg,858,514,BRC0117K,Nome não encontrado
Magnésio,mg,"13,8","8,28",BRC0117K,Nome não encontrado
Fósforo,mg,"85,9","51,5",BRC0117K,Nome não encontrado
Potássio,mg,177,106,BRC0117K,Nome não encontrado
Manganês,mg,"0,25","0,15",BRC0117K,Nome não encontrado
Zinco,mg,"0,52","0,31",BRC0117K,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0117K,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0117K,Nome não encontrado
Vitamina A (RE),mcg,"27,9","16,7",BRC0117K,Nome não encontrado
Vitamina A (RAE),mcg,"27,6","16,5",BRC0117K,Nome não encontrado
Vitamina D,mcg,"0,05","0,03",BRC0117K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,32","1,99",BRC0117K,Nome não encontrado
Tiamina,mg,"0,13","0,08",BRC0117K,Nome não encontrado
Riboflavina,mg,"0,08","0,05",BRC0117K,Nome não encontrado
Niacina,mg,traços,traços,BRC0117K,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0117K,Nome não encontrado
Vitamina B12,mcg,"0,30","0,18",BRC0117K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0117K,Nome não encontrado
Equivalente de folato,mcg,165,"99,0",BRC0117K,Nome não encontrado
Sal de adição,g,,,BRC0117K,Nome não encontrado
Açúcar de adição,g,,,BRC0117K,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0117K,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0117K,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0117K,Nome não encontrado
