componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1004,1104,BRC0126F,Nome não encontrado
Energia,kcal,242,266,BRC0126F,Nome não encontrado
Umidade,g,"63,0","69,3",BRC0126F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0126F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0126F,Nome não encontrado
Proteína,g,"16,7","18,4",BRC0126F,Nome não encontrado
Lipídios,g,"19,5","21,4",BRC0126F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0126F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0126F,Nome não encontrado
Cinzas,g,"0,87","0,96",BRC0126F,Nome não encontrado
Colesterol,mg,"87,6","96,4",BRC0126F,Nome não encontrado
Ácidos graxos saturados,g,"6,10","6,71",BRC0126F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,60","9,46",BRC0126F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,20","3,52",BRC0126F,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,07",BRC0126F,Nome não encontrado
Cálcio,mg,"7,09","7,80",BRC0126F,Nome não encontrado
Ferro,mg,"0,71","0,78",BRC0126F,Nome não encontrado
Sódio,mg,"68,3","75,1",BRC0126F,Nome não encontrado
Magnésio,mg,"21,5","23,7",BRC0126F,Nome não encontrado
Fósforo,mg,154,169,BRC0126F,Nome não encontrado
Potássio,mg,190,209,BRC0126F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0126F,Nome não encontrado
Zinco,mg,"1,35","1,49",BRC0126F,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0126F,Nome não encontrado
Selênio,mcg,"6,40","7,04",BRC0126F,Nome não encontrado
Vitamina A (RE),mcg,"5,67","6,24",BRC0126F,Nome não encontrado
Vitamina A (RAE),mcg,"5,67","6,24",BRC0126F,Nome não encontrado
Vitamina D,mcg,"0,11","0,12",BRC0126F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,25",BRC0126F,Nome não encontrado
Tiamina,mg,"0,09","0,10",BRC0126F,Nome não encontrado
Riboflavina,mg,"0,06","0,07",BRC0126F,Nome não encontrado
Niacina,mg,"3,45","3,80",BRC0126F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0126F,Nome não encontrado
Vitamina B12,mcg,"0,68","0,75",BRC0126F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0126F,Nome não encontrado
Equivalente de folato,mcg,"3,31","3,64",BRC0126F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0126F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0126F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0126F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0126F,Nome não encontrado
Proteína animal,g,"16,7","18,4",BRC0126F,Nome não encontrado
