componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,473,94,BRC0119T,Nome não encontrado
Energia,kcal,113,22,BRC0119T,Nome não encontrado
Umidade,g,"67,0","13,4",BRC0119T,Nome não encontrado
Carboidrato total,g,"23,0","4,61",BRC0119T,Nome não encontrado
Carboidrato disponível,g,"14,3","2,85",BRC0119T,Nome não encontrado
Proteína,g,"7,53","1,51",BRC0119T,Nome não encontrado
Lipídios,g,"0,88","0,18",BRC0119T,Nome não encontrado
Fibra alimentar,g,"8,79","1,76",BRC0119T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0119T,Nome não encontrado
Cinzas,g,"1,57","0,31",BRC0119T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0119T,Nome não encontrado
Ácidos graxos saturados,g,"0,26","0,05",BRC0119T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,02",BRC0119T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,34","0,07",BRC0119T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0119T,Nome não encontrado
Cálcio,mg,"31,8","6,35",BRC0119T,Nome não encontrado
Ferro,mg,"1,75","0,35",BRC0119T,Nome não encontrado
Sódio,mg,202,"40,5",BRC0119T,Nome não encontrado
Magnésio,mg,"56,5","11,3",BRC0119T,Nome não encontrado
Fósforo,mg,134,"26,8",BRC0119T,Nome não encontrado
Potássio,mg,325,"65,2",BRC0119T,Nome não encontrado
Manganês,mg,"0,51","0,10",BRC0119T,Nome não encontrado
Zinco,mg,"1,25","0,25",BRC0119T,Nome não encontrado
Cobre,mg,"0,18","0,04",BRC0119T,Nome não encontrado
Selênio,mcg,"3,33","0,67",BRC0119T,Nome não encontrado
Vitamina A (RE),mcg,"3,50","0,70",BRC0119T,Nome não encontrado
Vitamina A (RAE),mcg,"1,75","0,35",BRC0119T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0119T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,05",BRC0119T,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0119T,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0119T,Nome não encontrado
Niacina,mg,traços,traços,BRC0119T,Nome não encontrado
Vitamina B6,mg,"0,07","0,01",BRC0119T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0119T,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0119T,Nome não encontrado
Equivalente de folato,mcg,116,"23,4",BRC0119T,Nome não encontrado
Sal de adição,g,"0,45","0,09",BRC0119T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0119T,Nome não encontrado
Gordura de adição,g,-,-,BRC0119T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0119T,Nome não encontrado
Proteína animal,g,-,-,BRC0119T,Nome não encontrado
