componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,335,83,BRC0706B,Nome não encontrado
Energia,kcal,80,20,BRC0706B,Nome não encontrado
Umidade,g,"81,6","20,4",BRC0706B,Nome não encontrado
Carboidrato total,g,"3,66","0,91",BRC0706B,Nome não encontrado
Carboidrato disponível,g,"2,26","0,56",BRC0706B,Nome não encontrado
Proteína,g,"9,13","2,28",BRC0706B,Nome não encontrado
Lipídios,g,"3,52","0,88",BRC0706B,Nome não encontrado
Fibra alimentar,g,"1,40","0,35",BRC0706B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0706B,Nome não encontrado
Cinzas,g,"2,12","0,53",BRC0706B,Nome não encontrado
Colesterol,mg,"76,5","19,1",BRC0706B,Nome não encontrado
Ácidos graxos saturados,g,"0,60","0,15",BRC0706B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,75","0,19",BRC0706B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,85","0,46",BRC0706B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0706B,Nome não encontrado
Cálcio,mg,"24,5","6,12",BRC0706B,Nome não encontrado
Ferro,mg,"7,15","1,79",BRC0706B,Nome não encontrado
Sódio,mg,543,135,BRC0706B,Nome não encontrado
Magnésio,mg,"21,1","5,28",BRC0706B,Nome não encontrado
Fósforo,mg,"81,7","20,4",BRC0706B,Nome não encontrado
Potássio,mg,232,"58,1",BRC0706B,Nome não encontrado
Manganês,mg,"0,34","0,09",BRC0706B,Nome não encontrado
Zinco,mg,"1,00","0,25",BRC0706B,Nome não encontrado
Cobre,mg,"0,56","0,14",BRC0706B,Nome não encontrado
Selênio,mcg,"0,19","0,05",BRC0706B,Nome não encontrado
Vitamina A (RE),mcg,"74,5","18,6",BRC0706B,Nome não encontrado
Vitamina A (RAE),mcg,"42,1","10,5",BRC0706B,Nome não encontrado
Vitamina D,mcg,"0,01","0,00",BRC0706B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,85","0,21",BRC0706B,Nome não encontrado
Tiamina,mg,"0,11","0,03",BRC0706B,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0706B,Nome não encontrado
Niacina,mg,"0,49","0,12",BRC0706B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0706B,Nome não encontrado
Vitamina B12,mcg,"2,03","0,51",BRC0706B,Nome não encontrado
Vitamina C,mg,"12,3","3,07",BRC0706B,Nome não encontrado
Equivalente de folato,mcg,"17,3","4,33",BRC0706B,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC0706B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0706B,Nome não encontrado
Gordura de adição,g,-,-,BRC0706B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0706B,Nome não encontrado
Proteína animal,g,-,-,BRC0706B,Nome não encontrado
