componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,531,292,BRC0522N,Nome não encontrado
Energia,kcal,127,69,BRC0522N,Nome não encontrado
Umidade,g,"73,5","40,4",BRC0522N,Nome não encontrado
Carboidrato total,g,"5,68","3,12",BRC0522N,Nome não encontrado
Carboidrato disponível,g,"4,75","2,61",BRC0522N,Nome não encontrado
Proteína,g,"15,1","8,30",BRC0522N,Nome não encontrado
Lipídios,g,"5,04","2,77",BRC0522N,Nome não encontrado
Fibra alimentar,g,"0,93","0,51",BRC0522N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0522N,Nome não encontrado
Cinzas,g,"0,69","0,38",BRC0522N,Nome não encontrado
Colesterol,mg,"48,7","26,8",BRC0522N,Nome não encontrado
Ácidos graxos saturados,g,"1,57","0,86",BRC0522N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,69","0,93",BRC0522N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,39","0,77",BRC0522N,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,05",BRC0522N,Nome não encontrado
Cálcio,mg,"15,9","8,72",BRC0522N,Nome não encontrado
Ferro,mg,"1,35","0,74",BRC0522N,Nome não encontrado
Sódio,mg,"24,4","13,4",BRC0522N,Nome não encontrado
Magnésio,mg,"14,5","8,00",BRC0522N,Nome não encontrado
Fósforo,mg,126,"69,7",BRC0522N,Nome não encontrado
Potássio,mg,220,121,BRC0522N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0522N,Nome não encontrado
Zinco,mg,"3,25","1,79",BRC0522N,Nome não encontrado
Cobre,mg,"0,08","0,05",BRC0522N,Nome não encontrado
Selênio,mcg,"0,35","0,19",BRC0522N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0522N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0522N,Nome não encontrado
Vitamina D,mcg,,,BRC0522N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,29",BRC0522N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0522N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0522N,Nome não encontrado
Niacina,mg,"1,37","0,75",BRC0522N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0522N,Nome não encontrado
Vitamina B12,mcg,"1,61","0,88",BRC0522N,Nome não encontrado
Vitamina C,mg,"9,69","5,33",BRC0522N,Nome não encontrado
Equivalente de folato,mcg,"32,7","18,0",BRC0522N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0522N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0522N,Nome não encontrado
Gordura de adição,g,-,-,BRC0522N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0522N,Nome não encontrado
Proteína animal,g,-,-,BRC0522N,Nome não encontrado
