componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,418,229,BRC0415N,Nome não encontrado
Energia,kcal,100,54,BRC0415N,Nome não encontrado
Umidade,g,"78,8","43,3",BRC0415N,Nome não encontrado
Carboidrato total,g,"6,49","3,57",BRC0415N,Nome não encontrado
Carboidrato disponível,g,"5,37","2,95",BRC0415N,Nome não encontrado
Proteína,g,"10,3","5,65",BRC0415N,Nome não encontrado
Lipídios,g,"3,87","2,13",BRC0415N,Nome não encontrado
Fibra alimentar,g,"1,12","0,62",BRC0415N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0415N,Nome não encontrado
Cinzas,g,"0,57","0,32",BRC0415N,Nome não encontrado
Colesterol,mg,"37,4","20,5",BRC0415N,Nome não encontrado
Ácidos graxos saturados,g,"1,93","1,06",BRC0415N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,30","0,71",BRC0415N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,07",BRC0415N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0415N,Nome não encontrado
Cálcio,mg,"7,88","4,33",BRC0415N,Nome não encontrado
Ferro,mg,"0,95","0,52",BRC0415N,Nome não encontrado
Sódio,mg,"21,7","11,9",BRC0415N,Nome não encontrado
Magnésio,mg,"9,72","5,34",BRC0415N,Nome não encontrado
Fósforo,mg,"72,9","40,1",BRC0415N,Nome não encontrado
Potássio,mg,238,130,BRC0415N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0415N,Nome não encontrado
Zinco,mg,"2,91","1,60",BRC0415N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0415N,Nome não encontrado
Selênio,mcg,"0,14","0,08",BRC0415N,Nome não encontrado
Vitamina A (RE),mcg,132,"72,7",BRC0415N,Nome não encontrado
Vitamina A (RAE),mcg,"66,1","36,3",BRC0415N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0415N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,13",BRC0415N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0415N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0415N,Nome não encontrado
Niacina,mg,"0,92","0,51",BRC0415N,Nome não encontrado
Vitamina B6,mg,"0,07","0,04",BRC0415N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0415N,Nome não encontrado
Vitamina C,mg,"1,76","0,97",BRC0415N,Nome não encontrado
Equivalente de folato,mcg,"6,28","3,45",BRC0415N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0415N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0415N,Nome não encontrado
Gordura de adição,g,-,-,BRC0415N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0415N,Nome não encontrado
Proteína animal,g,-,-,BRC0415N,Nome não encontrado
