componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,857,428,BRC0212K,Nome não encontrado
Energia,kcal,203,101,BRC0212K,Nome não encontrado
Umidade,g,"18,9","9,47",BRC0212K,Nome não encontrado
Carboidrato total,g,"54,4","27,2",BRC0212K,Nome não encontrado
Carboidrato disponível,g,"49,6","24,8",BRC0212K,Nome não encontrado
Proteína,g,"3,90","1,95",BRC0212K,Nome não encontrado
Lipídios,g,"20,8","10,4",BRC0212K,Nome não encontrado
Fibra alimentar,g,"4,80","2,40",BRC0212K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0212K,Nome não encontrado
Cinzas,g,"1,95","0,98",BRC0212K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0212K,Nome não encontrado
Ácidos graxos saturados,g,"2,82","1,41",BRC0212K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,28","2,64",BRC0212K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"12,5","6,25",BRC0212K,Nome não encontrado
Ácidos graxos trans,g,"0,22","0,11",BRC0212K,Nome não encontrado
Cálcio,mg,"98,3","49,1",BRC0212K,Nome não encontrado
Ferro,mg,"5,43","2,72",BRC0212K,Nome não encontrado
Sódio,mg,232,116,BRC0212K,Nome não encontrado
Magnésio,mg,"91,7","45,8",BRC0212K,Nome não encontrado
Fósforo,mg,157,"78,8",BRC0212K,Nome não encontrado
Potássio,mg,449,224,BRC0212K,Nome não encontrado
Manganês,mg,"1,31","0,65",BRC0212K,Nome não encontrado
Zinco,mg,"1,05","0,53",BRC0212K,Nome não encontrado
Cobre,mg,"0,44","0,22",BRC0212K,Nome não encontrado
Selênio,mcg,"3,55","1,78",BRC0212K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0212K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0212K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0212K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,01",BRC0212K,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0212K,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0212K,Nome não encontrado
Niacina,mg,"0,33","0,16",BRC0212K,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0212K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0212K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0212K,Nome não encontrado
Equivalente de folato,mcg,"43,4","21,7",BRC0212K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0212K,Nome não encontrado
Açúcar de adição,g,"16,6","8,30",BRC0212K,Nome não encontrado
Gordura de adição,g,-,-,BRC0212K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0212K,Nome não encontrado
Proteína animal,g,-,-,BRC0212K,Nome não encontrado
