componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1664,831,BRC1070B,Nome não encontrado
Energia,kcal,395,197,BRC1070B,Nome não encontrado
Umidade,g,"12,1","6,03",BRC1070B,Nome não encontrado
Carboidrato total,g,"69,9","34,9",BRC1070B,Nome não encontrado
Carboidrato disponível,g,"66,6","33,3",BRC1070B,Nome não encontrado
Proteína,g,"5,87","2,93",BRC1070B,Nome não encontrado
Lipídios,g,"11,0","5,49",BRC1070B,Nome não encontrado
Fibra alimentar,g,"3,28","1,64",BRC1070B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1070B,Nome não encontrado
Cinzas,g,"1,24","0,62",BRC1070B,Nome não encontrado
Colesterol,mg,"57,9","28,9",BRC1070B,Nome não encontrado
Ácidos graxos saturados,g,"4,48","2,24",BRC1070B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,79","1,39",BRC1070B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,33","1,66",BRC1070B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC1070B,Nome não encontrado
Cálcio,mg,"64,2","32,1",BRC1070B,Nome não encontrado
Ferro,mg,"2,46","1,23",BRC1070B,Nome não encontrado
Sódio,mg,139,"70,0",BRC1070B,Nome não encontrado
Magnésio,mg,"34,2","17,1",BRC1070B,Nome não encontrado
Fósforo,mg,161,"80,8",BRC1070B,Nome não encontrado
Potássio,mg,293,146,BRC1070B,Nome não encontrado
Manganês,mg,"0,62","0,31",BRC1070B,Nome não encontrado
Zinco,mg,"0,84","0,42",BRC1070B,Nome não encontrado
Cobre,mg,"0,12","0,06",BRC1070B,Nome não encontrado
Selênio,mcg,"3,96","1,98",BRC1070B,Nome não encontrado
Vitamina A (RE),mcg,"53,4","26,7",BRC1070B,Nome não encontrado
Vitamina A (RAE),mcg,"39,4","19,7",BRC1070B,Nome não encontrado
Vitamina D,mcg,"0,30","0,15",BRC1070B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,82","0,41",BRC1070B,Nome não encontrado
Tiamina,mg,"0,12","0,06",BRC1070B,Nome não encontrado
Riboflavina,mg,"0,08","0,04",BRC1070B,Nome não encontrado
Niacina,mg,"0,61","0,31",BRC1070B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC1070B,Nome não encontrado
Vitamina B12,mcg,"0,11","0,06",BRC1070B,Nome não encontrado
Vitamina C,mg,"6,87","3,43",BRC1070B,Nome não encontrado
Equivalente de folato,mcg,"8,15","4,08",BRC1070B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1070B,Nome não encontrado
Açúcar de adição,g,"20,0","10,00",BRC1070B,Nome não encontrado
Gordura de adição,g,-,-,BRC1070B,Nome não encontrado
Proteína vegetal,g,-,-,BRC1070B,Nome não encontrado
Proteína animal,g,-,-,BRC1070B,Nome não encontrado
