componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,586,322,234,BRC0554A,Nome não encontrado
Energia,kcal,141,77,56,BRC0554A,Nome não encontrado
Umidade,g,"68,8","37,8","27,5",BRC0554A,Nome não encontrado
Carboidrato total,g,"22,0","12,1","8,80",BRC0554A,Nome não encontrado
Carboidrato disponível,g,"20,2","11,1","8,09",BRC0554A,Nome não encontrado
Proteína,g,"3,54","1,95","1,42",BRC0554A,Nome não encontrado
Lipídios,g,"4,67","2,57","1,87",BRC0554A,Nome não encontrado
Fibra alimentar,g,"1,90","1,05","0,76",BRC0554A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0554A,Nome não encontrado
Cinzas,g,"0,87","0,48","0,35",BRC0554A,Nome não encontrado
Colesterol,mg,"4,08","2,24","1,63",BRC0554A,Nome não encontrado
Ácidos graxos saturados,g,"1,33","0,73","0,53",BRC0554A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,24","0,68","0,50",BRC0554A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,69","0,93","0,68",BRC0554A,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03","0,02",BRC0554A,Nome não encontrado
Cálcio,mg,"48,9","26,9","19,5",BRC0554A,Nome não encontrado
Ferro,mg,"0,55","0,30","0,22",BRC0554A,Nome não encontrado
Sódio,mg,144,"79,3","57,6",BRC0554A,Nome não encontrado
Magnésio,mg,"21,0","11,6","8,42",BRC0554A,Nome não encontrado
Fósforo,mg,"53,9","29,6","21,6",BRC0554A,Nome não encontrado
Potássio,mg,101,"55,7","40,5",BRC0554A,Nome não encontrado
Manganês,mg,"0,66","0,36","0,26",BRC0554A,Nome não encontrado
Zinco,mg,"0,65","0,36","0,26",BRC0554A,Nome não encontrado
Cobre,mg,"0,14","0,08","0,05",BRC0554A,Nome não encontrado
Selênio,mcg,"2,12","1,17","0,85",BRC0554A,Nome não encontrado
Vitamina A (RE),mcg,"56,8","31,2","22,7",BRC0554A,Nome não encontrado
Vitamina A (RAE),mcg,"31,0","17,1","12,4",BRC0554A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0554A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,31","0,22",BRC0554A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0554A,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0554A,Nome não encontrado
Niacina,mg,"0,31","0,17","0,12",BRC0554A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0554A,Nome não encontrado
Vitamina B12,mcg,"0,13","0,07","0,05",BRC0554A,Nome não encontrado
Vitamina C,mg,"3,25","1,79","1,30",BRC0554A,Nome não encontrado
Equivalente de folato,mcg,"9,99","5,49","3,99",BRC0554A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0554A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0554A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0554A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0554A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0554A,Nome não encontrado
