componente,unidade,Valor por 100g,Colher servir cheia (70 g),Colher servir rasa (50 g),codigo_alimento,nome_alimento
Energia,kJ,782,547,390,BRC0690B,Nome não encontrado
Energia,kcal,187,131,93,BRC0690B,Nome não encontrado
Umidade,g,"65,8","46,0","32,9",BRC0690B,Nome não encontrado
Carboidrato total,g,"14,9","10,5","7,47",BRC0690B,Nome não encontrado
Carboidrato disponível,g,"13,8","9,66","6,90",BRC0690B,Nome não encontrado
Proteína,g,"6,47","4,53","3,24",BRC0690B,Nome não encontrado
Lipídios,g,"11,6","8,10","5,78",BRC0690B,Nome não encontrado
Fibra alimentar,g,"1,14","0,80","0,57",BRC0690B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0690B,Nome não encontrado
Cinzas,g,"1,27","0,89","0,64",BRC0690B,Nome não encontrado
Colesterol,mg,"23,7","16,6","11,8",BRC0690B,Nome não encontrado
Ácidos graxos saturados,g,"4,75","3,32","2,37",BRC0690B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,90","2,73","1,95",BRC0690B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,53","1,07","0,77",BRC0690B,Nome não encontrado
Ácidos graxos trans,g,"0,19","0,13","0,10",BRC0690B,Nome não encontrado
Cálcio,mg,"61,0","42,7","30,5",BRC0690B,Nome não encontrado
Ferro,mg,"0,46","0,32","0,23",BRC0690B,Nome não encontrado
Sódio,mg,255,178,127,BRC0690B,Nome não encontrado
Magnésio,mg,"16,1","11,2","8,03",BRC0690B,Nome não encontrado
Fósforo,mg,136,"95,9","68,5",BRC0690B,Nome não encontrado
Potássio,mg,420,294,210,BRC0690B,Nome não encontrado
Manganês,mg,"0,10","0,07","0,05",BRC0690B,Nome não encontrado
Zinco,mg,"0,60","0,42","0,30",BRC0690B,Nome não encontrado
Cobre,mg,"0,11","0,08","0,06",BRC0690B,Nome não encontrado
Selênio,mcg,"4,04","2,83","2,02",BRC0690B,Nome não encontrado
Vitamina A (RE),mcg,"42,9","30,0","21,5",BRC0690B,Nome não encontrado
Vitamina A (RAE),mcg,"42,6","29,8","21,3",BRC0690B,Nome não encontrado
Vitamina D,mcg,"0,09","0,06","0,04",BRC0690B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,14","0,10",BRC0690B,Nome não encontrado
Tiamina,mg,"0,08","0,05","0,04",BRC0690B,Nome não encontrado
Riboflavina,mg,"0,04","0,03","0,02",BRC0690B,Nome não encontrado
Niacina,mg,"0,50","0,35","0,25",BRC0690B,Nome não encontrado
Vitamina B6,mg,"0,13","0,09","0,07",BRC0690B,Nome não encontrado
Vitamina B12,mcg,"0,25","0,18","0,13",BRC0690B,Nome não encontrado
Vitamina C,mg,"24,5","17,1","12,2",BRC0690B,Nome não encontrado
Equivalente de folato,mcg,"13,6","9,55","6,82",BRC0690B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0690B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0690B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0690B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0690B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0690B,Nome não encontrado
