componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1198,1318,BRC0157F,Nome não encontrado
Energia,kcal,287,315,BRC0157F,Nome não encontrado
Umidade,g,"48,7","53,5",BRC0157F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0157F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0157F,Nome não encontrado
Proteína,g,"32,4","35,7",BRC0157F,Nome não encontrado
Lipídios,g,"17,5","19,2",BRC0157F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0157F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0157F,Nome não encontrado
Cinzas,g,"1,40","1,54",BRC0157F,Nome não encontrado
Colesterol,mg,106,117,BRC0157F,Nome não encontrado
Ácidos graxos saturados,g,"6,54","7,19",BRC0157F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,50","8,25",BRC0157F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,29","2,52",BRC0157F,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,11",BRC0157F,Nome não encontrado
Cálcio,mg,"31,5","34,6",BRC0157F,Nome não encontrado
Ferro,mg,"0,89","0,97",BRC0157F,Nome não encontrado
Sódio,mg,"55,7","61,3",BRC0157F,Nome não encontrado
Magnésio,mg,"22,7","24,9",BRC0157F,Nome não encontrado
Fósforo,mg,241,265,BRC0157F,Nome não encontrado
Potássio,mg,344,378,BRC0157F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0157F,Nome não encontrado
Zinco,mg,"2,52","2,78",BRC0157F,Nome não encontrado
Cobre,mg,"0,06","0,07",BRC0157F,Nome não encontrado
Selênio,mcg,,,BRC0157F,Nome não encontrado
Vitamina A (RE),mcg,"1,95","2,14",BRC0157F,Nome não encontrado
Vitamina A (RAE),mcg,"1,95","2,14",BRC0157F,Nome não encontrado
Vitamina D,mcg,"1,12","1,23",BRC0157F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,18",BRC0157F,Nome não encontrado
Tiamina,mg,"0,67","0,73",BRC0157F,Nome não encontrado
Riboflavina,mg,"0,07","0,08",BRC0157F,Nome não encontrado
Niacina,mg,"6,96","7,66",BRC0157F,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0157F,Nome não encontrado
Vitamina B12,mcg,"0,87","0,96",BRC0157F,Nome não encontrado
Vitamina C,mg,"0,12","0,14",BRC0157F,Nome não encontrado
Equivalente de folato,mcg,"2,49","2,74",BRC0157F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0157F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0157F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0157F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0157F,Nome não encontrado
Proteína animal,g,"32,1","35,4",BRC0157F,Nome não encontrado
