componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,195,48,31,BRC0015B,Nome não encontrado
Energia,kcal,46,11,7,BRC0015B,Nome não encontrado
Umidade,g,"86,0","21,5","13,8",BRC0015B,Nome não encontrado
Carboidrato total,g,"11,1","2,78","1,78",BRC0015B,Nome não encontrado
Carboidrato disponível,g,"7,74","1,93","1,24",BRC0015B,Nome não encontrado
Proteína,g,"1,95","0,49","0,31",BRC0015B,Nome não encontrado
Lipídios,g,"0,09","0,02","0,01",BRC0015B,Nome não encontrado
Fibra alimentar,g,"3,37","0,84","0,54",BRC0015B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
Cinzas,g,"0,87","0,22","0,14",BRC0015B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,00",BRC0015B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01","0,00",BRC0015B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,02","0,01",BRC0015B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
Cálcio,mg,"14,4","3,60","2,31",BRC0015B,Nome não encontrado
Ferro,mg,"0,32","0,08","0,05",BRC0015B,Nome não encontrado
Sódio,mg,"9,72","2,43","1,56",BRC0015B,Nome não encontrado
Magnésio,mg,"21,7","5,43","3,47",BRC0015B,Nome não encontrado
Fósforo,mg,"19,4","4,85","3,10",BRC0015B,Nome não encontrado
Potássio,mg,375,"93,8","60,0",BRC0015B,Nome não encontrado
Manganês,mg,"1,23","0,31","0,20",BRC0015B,Nome não encontrado
Zinco,mg,"0,52","0,13","0,08",BRC0015B,Nome não encontrado
Cobre,mg,"0,08","0,02","0,01",BRC0015B,Nome não encontrado
Selênio,mcg,"0,20","0,05","0,03",BRC0015B,Nome não encontrado
Vitamina A (RE),mcg,"1,76","0,44","0,28",BRC0015B,Nome não encontrado
Vitamina A (RAE),mcg,"0,88","0,22","0,14",BRC0015B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,01","0,00",BRC0015B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0015B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0015B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0015B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,01",BRC0015B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
Vitamina C,mg,"3,12","0,78","0,50",BRC0015B,Nome não encontrado
Equivalente de folato,mcg,122,"30,7","19,7",BRC0015B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
Proteína vegetal,g,"1,95","0,49","0,31",BRC0015B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0015B,Nome não encontrado
