componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,428,235,171,BRC0519A,Nome não encontrado
Energia,kcal,102,55,40,BRC0519A,Nome não encontrado
Umidade,g,"76,2","41,9","30,5",BRC0519A,Nome não encontrado
Carboidrato total,g,"13,2","7,26","5,28",BRC0519A,Nome não encontrado
Carboidrato disponível,g,"11,5","6,30","4,58",BRC0519A,Nome não encontrado
Proteína,g,"6,31","3,47","2,52",BRC0519A,Nome não encontrado
Lipídios,g,"3,02","1,66","1,21",BRC0519A,Nome não encontrado
Fibra alimentar,g,"1,75","0,96","0,70",BRC0519A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0519A,Nome não encontrado
Cinzas,g,"1,28","0,70","0,51",BRC0519A,Nome não encontrado
Colesterol,mg,"17,3","9,54","6,94",BRC0519A,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,29","0,21",BRC0519A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,73","0,40","0,29",BRC0519A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,60","0,88","0,64",BRC0519A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0519A,Nome não encontrado
Cálcio,mg,"7,09","3,90","2,84",BRC0519A,Nome não encontrado
Ferro,mg,"0,27","0,15","0,11",BRC0519A,Nome não encontrado
Sódio,mg,269,147,107,BRC0519A,Nome não encontrado
Magnésio,mg,"18,8","10,3","7,53",BRC0519A,Nome não encontrado
Fósforo,mg,"73,8","40,6","29,5",BRC0519A,Nome não encontrado
Potássio,mg,145,"79,9","58,1",BRC0519A,Nome não encontrado
Manganês,mg,"0,14","0,08","0,06",BRC0519A,Nome não encontrado
Zinco,mg,"0,32","0,18","0,13",BRC0519A,Nome não encontrado
Cobre,mg,"0,05","0,03","0,02",BRC0519A,Nome não encontrado
Selênio,mcg,"0,47","0,26","0,19",BRC0519A,Nome não encontrado
Vitamina A (RE),mcg,"29,1","16,0","11,6",BRC0519A,Nome não encontrado
Vitamina A (RAE),mcg,"15,8","8,70","6,33",BRC0519A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0519A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,66","0,36","0,26",BRC0519A,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0519A,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0519A,Nome não encontrado
Niacina,mg,"2,04","1,12","0,81",BRC0519A,Nome não encontrado
Vitamina B6,mg,"0,06","0,03","0,02",BRC0519A,Nome não encontrado
Vitamina B12,mcg,"0,15","0,08","0,06",BRC0519A,Nome não encontrado
Vitamina C,mg,"21,5","11,8","8,59",BRC0519A,Nome não encontrado
Equivalente de folato,mcg,"10,5","5,77","4,20",BRC0519A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0519A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0519A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0519A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0519A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0519A,Nome não encontrado
