componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,115,276,190,BRC0119C,Nome não encontrado
Energia,kcal,27,65,45,BRC0119C,Nome não encontrado
Umidade,g,"92,2",221,152,BRC0119C,Nome não encontrado
Carboidrato total,g,"6,59","15,8","10,9",BRC0119C,Nome não encontrado
Carboidrato disponível,g,"5,19","12,5","8,56",BRC0119C,Nome não encontrado
Proteína,g,"0,60","1,45","1,00",BRC0119C,Nome não encontrado
Lipídios,g,"0,15","0,36","0,25",BRC0119C,Nome não encontrado
Fibra alimentar,g,"1,40","3,36","2,31",BRC0119C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0119C,Nome não encontrado
Cinzas,g,"0,44","1,05","0,72",BRC0119C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0119C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,05","0,03",BRC0119C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,03","0,02",BRC0119C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,13","0,09",BRC0119C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0119C,Nome não encontrado
Cálcio,mg,"11,2","26,9","18,5",BRC0119C,Nome não encontrado
Ferro,mg,"0,28","0,66","0,45",BRC0119C,Nome não encontrado
Sódio,mg,"4,42","10,6","7,30",BRC0119C,Nome não encontrado
Magnésio,mg,"9,15","22,0","15,1",BRC0119C,Nome não encontrado
Fósforo,mg,"12,9","30,9","21,3",BRC0119C,Nome não encontrado
Potássio,mg,145,350,240,BRC0119C,Nome não encontrado
Manganês,mg,"0,34","0,81","0,56",BRC0119C,Nome não encontrado
Zinco,mg,"0,15","0,35","0,24",BRC0119C,Nome não encontrado
Cobre,mg,"0,05","0,12","0,09",BRC0119C,Nome não encontrado
Selênio,mcg,"0,30","0,71","0,49",BRC0119C,Nome não encontrado
Vitamina A (RE),mcg,260,624,429,BRC0119C,Nome não encontrado
Vitamina A (RAE),mcg,130,312,214,BRC0119C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0119C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,22","0,52","0,35",BRC0119C,Nome não encontrado
Tiamina,mg,"0,03","0,07","0,05",BRC0119C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0119C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0119C,Nome não encontrado
Vitamina B6,mg,"0,03","0,06","0,04",BRC0119C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0119C,Nome não encontrado
Vitamina C,mg,"8,82","21,2","14,5",BRC0119C,Nome não encontrado
Equivalente de folato,mcg,"9,20","22,1","15,2",BRC0119C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0119C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0119C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0119C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0119C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0119C,Nome não encontrado
