componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,481,264,BRC0513N,Nome não encontrado
Energia,kcal,115,63,BRC0513N,Nome não encontrado
Umidade,g,"77,8","42,8",BRC0513N,Nome não encontrado
Carboidrato total,g,"5,21","2,87",BRC0513N,Nome não encontrado
Carboidrato disponível,g,"4,32","2,38",BRC0513N,Nome não encontrado
Proteína,g,"10,4","5,74",BRC0513N,Nome não encontrado
Lipídios,g,"6,02","3,31",BRC0513N,Nome não encontrado
Fibra alimentar,g,"0,89","0,49",BRC0513N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0513N,Nome não encontrado
Cinzas,g,"0,57","0,31",BRC0513N,Nome não encontrado
Colesterol,mg,"37,8","20,8",BRC0513N,Nome não encontrado
Ácidos graxos saturados,g,"2,27","1,25",BRC0513N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,82","1,55",BRC0513N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38","0,21",BRC0513N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0513N,Nome não encontrado
Cálcio,mg,"6,38","3,51",BRC0513N,Nome não encontrado
Ferro,mg,"0,99","0,54",BRC0513N,Nome não encontrado
Sódio,mg,"21,2","11,6",BRC0513N,Nome não encontrado
Magnésio,mg,"8,78","4,83",BRC0513N,Nome não encontrado
Fósforo,mg,"72,6","39,9",BRC0513N,Nome não encontrado
Potássio,mg,187,102,BRC0513N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0513N,Nome não encontrado
Zinco,mg,"2,95","1,62",BRC0513N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0513N,Nome não encontrado
Selênio,mcg,"0,28","0,15",BRC0513N,Nome não encontrado
Vitamina A (RE),mcg,133,"73,6",BRC0513N,Nome não encontrado
Vitamina A (RAE),mcg,"67,2","36,9",BRC0513N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0513N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,70","0,94",BRC0513N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0513N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0513N,Nome não encontrado
Niacina,mg,"0,61","0,34",BRC0513N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0513N,Nome não encontrado
Vitamina B12,mcg,"0,95","0,52",BRC0513N,Nome não encontrado
Vitamina C,mg,"2,44","1,34",BRC0513N,Nome não encontrado
Equivalente de folato,mcg,"5,76","3,17",BRC0513N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0513N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0513N,Nome não encontrado
Gordura de adição,g,-,-,BRC0513N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0513N,Nome não encontrado
Proteína animal,g,-,-,BRC0513N,Nome não encontrado
