componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,470,258,BRC0399N,Nome não encontrado
Energia,kcal,112,61,BRC0399N,Nome não encontrado
Umidade,g,"74,4","40,9",BRC0399N,Nome não encontrado
Carboidrato total,g,"8,02","4,41",BRC0399N,Nome não encontrado
Carboidrato disponível,g,"7,07","3,89",BRC0399N,Nome não encontrado
Proteína,g,"13,9","7,63",BRC0399N,Nome não encontrado
Lipídios,g,"2,88","1,59",BRC0399N,Nome não encontrado
Fibra alimentar,g,"0,95","0,52",BRC0399N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0399N,Nome não encontrado
Cinzas,g,"0,81","0,44",BRC0399N,Nome não encontrado
Colesterol,mg,"44,5","24,5",BRC0399N,Nome não encontrado
Ácidos graxos saturados,g,"1,17","0,64",BRC0399N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,20","0,66",BRC0399N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,25","0,14",BRC0399N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0399N,Nome não encontrado
Cálcio,mg,"27,4","15,1",BRC0399N,Nome não encontrado
Ferro,mg,"1,62","0,89",BRC0399N,Nome não encontrado
Sódio,mg,151,"83,5",BRC0399N,Nome não encontrado
Magnésio,mg,"15,9","8,75",BRC0399N,Nome não encontrado
Fósforo,mg,114,"62,8",BRC0399N,Nome não encontrado
Potássio,mg,250,137,BRC0399N,Nome não encontrado
Manganês,mg,"0,05","0,03",BRC0399N,Nome não encontrado
Zinco,mg,"2,94","1,61",BRC0399N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0399N,Nome não encontrado
Selênio,mcg,"0,38","0,21",BRC0399N,Nome não encontrado
Vitamina A (RE),mcg,"63,4","34,9",BRC0399N,Nome não encontrado
Vitamina A (RAE),mcg,"31,9","17,6",BRC0399N,Nome não encontrado
Vitamina D,mcg,,,BRC0399N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,13",BRC0399N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0399N,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0399N,Nome não encontrado
Niacina,mg,"1,23","0,67",BRC0399N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0399N,Nome não encontrado
Vitamina B12,mcg,"1,48","0,81",BRC0399N,Nome não encontrado
Vitamina C,mg,"3,86","2,12",BRC0399N,Nome não encontrado
Equivalente de folato,mcg,"26,0","14,3",BRC0399N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0399N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0399N,Nome não encontrado
Gordura de adição,g,-,-,BRC0399N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0399N,Nome não encontrado
Proteína animal,g,-,-,BRC0399N,Nome não encontrado
