componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,555,166,BRC0167B,Nome não encontrado
Energia,kcal,133,40,BRC0167B,Nome não encontrado
Umidade,g,"73,7","22,1",BRC0167B,Nome não encontrado
Carboidrato total,g,"13,9","4,16",BRC0167B,Nome não encontrado
Carboidrato disponível,g,"9,92","2,98",BRC0167B,Nome não encontrado
Proteína,g,"3,87","1,16",BRC0167B,Nome não encontrado
Lipídios,g,"7,82","2,35",BRC0167B,Nome não encontrado
Fibra alimentar,g,"3,95","1,19",BRC0167B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0167B,Nome não encontrado
Cinzas,g,"0,79","0,24",BRC0167B,Nome não encontrado
Colesterol,mg,"43,4","13,0",BRC0167B,Nome não encontrado
Ácidos graxos saturados,g,"1,39","0,42",BRC0167B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,99","0,60",BRC0167B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,15","1,25",BRC0167B,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0167B,Nome não encontrado
Cálcio,mg,"24,5","7,34",BRC0167B,Nome não encontrado
Ferro,mg,"1,22","0,37",BRC0167B,Nome não encontrado
Sódio,mg,"53,4","16,0",BRC0167B,Nome não encontrado
Magnésio,mg,"26,8","8,04",BRC0167B,Nome não encontrado
Fósforo,mg,"64,8","19,5",BRC0167B,Nome não encontrado
Potássio,mg,298,"89,6",BRC0167B,Nome não encontrado
Manganês,mg,"0,30","0,09",BRC0167B,Nome não encontrado
Zinco,mg,"0,49","0,15",BRC0167B,Nome não encontrado
Cobre,mg,"0,13","0,04",BRC0167B,Nome não encontrado
Selênio,mcg,"6,17","1,85",BRC0167B,Nome não encontrado
Vitamina A (RE),mcg,"45,3","13,6",BRC0167B,Nome não encontrado
Vitamina A (RAE),mcg,"31,2","9,35",BRC0167B,Nome não encontrado
Vitamina D,mcg,"0,21","0,06",BRC0167B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,21","0,36",BRC0167B,Nome não encontrado
Tiamina,mg,"0,07","0,02",BRC0167B,Nome não encontrado
Riboflavina,mg,"0,11","0,03",BRC0167B,Nome não encontrado
Niacina,mg,"0,08","0,02",BRC0167B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0167B,Nome não encontrado
Vitamina B12,mcg,"0,10","0,03",BRC0167B,Nome não encontrado
Vitamina C,mg,"3,50","1,05",BRC0167B,Nome não encontrado
Equivalente de folato,mcg,"30,3","9,10",BRC0167B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0167B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0167B,Nome não encontrado
Gordura de adição,g,-,-,BRC0167B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0167B,Nome não encontrado
Proteína animal,g,-,-,BRC0167B,Nome não encontrado
