componente,unidade,Valor por 100g,Colher sopa cheia (18 g),Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,1322,238,158,BRC0019T,Nome não encontrado
Energia,kcal,314,56,37,BRC0019T,Nome não encontrado
Umidade,g,"11,3","2,04","1,36",BRC0019T,Nome não encontrado
Carboidrato total,g,"61,0","11,0","7,32",BRC0019T,Nome não encontrado
Carboidrato disponível,g,"42,3","7,62","5,08",BRC0019T,Nome não encontrado
Proteína,g,"23,5","4,23","2,82",BRC0019T,Nome não encontrado
Lipídios,g,"1,46","0,26","0,18",BRC0019T,Nome não encontrado
Fibra alimentar,g,"18,7","3,36","2,24",BRC0019T,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
Cinzas,g,"2,70","0,49","0,32",BRC0019T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
Ácidos graxos saturados,g,"0,19","0,03","0,02",BRC0019T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,38","0,07","0,05",BRC0019T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,76","0,14","0,09",BRC0019T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
Cálcio,mg,"53,6","9,65","6,43",BRC0019T,Nome não encontrado
Ferro,mg,"7,06","1,27","0,85",BRC0019T,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0019T,Nome não encontrado
Magnésio,mg,"93,7","16,9","11,2",BRC0019T,Nome não encontrado
Fósforo,mg,368,"66,3","44,2",BRC0019T,Nome não encontrado
Potássio,mg,888,159,106,BRC0019T,Nome não encontrado
Manganês,mg,"1,09","0,20","0,13",BRC0019T,Nome não encontrado
Zinco,mg,"3,31","0,60","0,40",BRC0019T,Nome não encontrado
Cobre,mg,"0,82","0,15","0,10",BRC0019T,Nome não encontrado
Selênio,mcg,"0,10","0,02","0,01",BRC0019T,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0019T,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0019T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,68","0,12","0,08",BRC0019T,Nome não encontrado
Tiamina,mg,"0,11","0,02","0,01",BRC0019T,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0019T,Nome não encontrado
Niacina,mg,"5,08","0,91","0,61",BRC0019T,Nome não encontrado
Vitamina B6,mg,"0,42","0,08","0,05",BRC0019T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
Vitamina C,mg,"4,35","0,78","0,52",BRC0019T,Nome não encontrado
Equivalente de folato,mcg,462,"83,3","55,6",BRC0019T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
Proteína vegetal,g,"23,5","4,23","2,82",BRC0019T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0019T,Nome não encontrado
