componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,420,230,125,BRC0349B,Nome não encontrado
Energia,kcal,99,54,29,BRC0349B,Nome não encontrado
Umidade,g,"74,6","41,0","22,4",BRC0349B,Nome não encontrado
Carboidrato total,g,"20,3","11,2","6,09",BRC0349B,Nome não encontrado
Carboidrato disponível,g,"18,6","10,3","5,59",BRC0349B,Nome não encontrado
Proteína,g,"2,35","1,29","0,70",BRC0349B,Nome não encontrado
Lipídios,g,"1,34","0,74","0,40",BRC0349B,Nome não encontrado
Fibra alimentar,g,"1,67","0,92","0,50",BRC0349B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0349B,Nome não encontrado
Cinzas,g,"1,44","0,79","0,43",BRC0349B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0349B,Nome não encontrado
Ácidos graxos saturados,g,"0,23","0,13","0,07",BRC0349B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,15","0,08",BRC0349B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,42","0,23",BRC0349B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0349B,Nome não encontrado
Cálcio,mg,"15,9","8,76","4,78",BRC0349B,Nome não encontrado
Ferro,mg,"0,05","0,03","0,02",BRC0349B,Nome não encontrado
Sódio,mg,187,103,"56,3",BRC0349B,Nome não encontrado
Magnésio,mg,"28,1","15,4","8,42",BRC0349B,Nome não encontrado
Fósforo,mg,"66,5","36,6","19,9",BRC0349B,Nome não encontrado
Potássio,mg,507,279,152,BRC0349B,Nome não encontrado
Manganês,mg,"0,14","0,08","0,04",BRC0349B,Nome não encontrado
Zinco,mg,"0,48","0,26","0,14",BRC0349B,Nome não encontrado
Cobre,mg,"0,15","0,08","0,05",BRC0349B,Nome não encontrado
Selênio,mcg,"0,90","0,49","0,27",BRC0349B,Nome não encontrado
Vitamina A (RE),mcg,"4,56","2,51","1,37",BRC0349B,Nome não encontrado
Vitamina A (RAE),mcg,"2,28","1,25","0,68",BRC0349B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0349B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,77","0,97","0,53",BRC0349B,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,02",BRC0349B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0349B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0349B,Nome não encontrado
Vitamina B6,mg,"0,09","0,05","0,03",BRC0349B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0349B,Nome não encontrado
Vitamina C,mg,"4,54","2,50","1,36",BRC0349B,Nome não encontrado
Equivalente de folato,mcg,"12,7","6,98","3,81",BRC0349B,Nome não encontrado
Sal de adição,g,"0,32","0,18","0,10",BRC0349B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0349B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0349B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0349B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0349B,Nome não encontrado
