componente,unidade,Valor por 100g,Colher sopa cheia (15 g),codigo_alimento,nome_alimento
Energia,kJ,1582,237,BRC0023A,Nome não encontrado
Energia,kcal,377,56,BRC0023A,Nome não encontrado
Umidade,g,"9,60","1,44",BRC0023A,Nome não encontrado
Carboidrato total,g,"57,4","8,61",BRC0023A,Nome não encontrado
Carboidrato disponível,g,"41,4","6,21",BRC0023A,Nome não encontrado
Proteína,g,"19,3","2,90",BRC0023A,Nome não encontrado
Lipídios,g,"11,4","1,71",BRC0023A,Nome não encontrado
Fibra alimentar,g,"16,0","2,40",BRC0023A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0023A,Nome não encontrado
Cinzas,g,"2,30","0,35",BRC0023A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0023A,Nome não encontrado
Ácidos graxos saturados,g,"2,15","0,32",BRC0023A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,85","0,58",BRC0023A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,49","0,67",BRC0023A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0023A,Nome não encontrado
Cálcio,mg,"56,1","8,42",BRC0023A,Nome não encontrado
Ferro,mg,"5,23","0,78",BRC0023A,Nome não encontrado
Sódio,mg,"3,87","0,58",BRC0023A,Nome não encontrado
Magnésio,mg,227,"34,1",BRC0023A,Nome não encontrado
Fósforo,mg,710,106,BRC0023A,Nome não encontrado
Potássio,mg,547,"82,1",BRC0023A,Nome não encontrado
Manganês,mg,"5,45","0,82",BRC0023A,Nome não encontrado
Zinco,mg,"3,01","0,45",BRC0023A,Nome não encontrado
Cobre,mg,"0,39","0,06",BRC0023A,Nome não encontrado
Selênio,mcg,,,BRC0023A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0023A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0023A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0023A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0023A,Nome não encontrado
Tiamina,mg,"1,13","0,17",BRC0023A,Nome não encontrado
Riboflavina,mg,"0,21","0,03",BRC0023A,Nome não encontrado
Niacina,mg,"0,90","0,14",BRC0023A,Nome não encontrado
Vitamina B6,mg,"0,16","0,02",BRC0023A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0023A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0023A,Nome não encontrado
Equivalente de folato,mcg,"50,3","7,55",BRC0023A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0023A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0023A,Nome não encontrado
Gordura de adição,g,-,-,BRC0023A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0023A,Nome não encontrado
Proteína animal,g,-,-,BRC0023A,Nome não encontrado
