componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,398,438,BRC0585F,Nome não encontrado
Energia,kcal,95,104,BRC0585F,Nome não encontrado
Umidade,g,"78,8","86,6",BRC0585F,Nome não encontrado
Carboidrato total,g,"2,59","2,85",BRC0585F,Nome não encontrado
Carboidrato disponível,g,"1,82","2,00",BRC0585F,Nome não encontrado
Proteína,g,"14,0","15,4",BRC0585F,Nome não encontrado
Lipídios,g,"2,90","3,19",BRC0585F,Nome não encontrado
Fibra alimentar,g,"0,77","0,85",BRC0585F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0585F,Nome não encontrado
Cinzas,g,"1,75","1,93",BRC0585F,Nome não encontrado
Colesterol,mg,"37,5","41,3",BRC0585F,Nome não encontrado
Ácidos graxos saturados,g,"0,72","0,79",BRC0585F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,99","1,09",BRC0585F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,88","0,97",BRC0585F,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0585F,Nome não encontrado
Cálcio,mg,"22,7","25,0",BRC0585F,Nome não encontrado
Ferro,mg,"2,25","2,48",BRC0585F,Nome não encontrado
Sódio,mg,"68,6","75,5",BRC0585F,Nome não encontrado
Magnésio,mg,"4,93","5,42",BRC0585F,Nome não encontrado
Fósforo,mg,111,122,BRC0585F,Nome não encontrado
Potássio,mg,268,295,BRC0585F,Nome não encontrado
Manganês,mg,"0,10","0,11",BRC0585F,Nome não encontrado
Zinco,mg,"2,72","2,99",BRC0585F,Nome não encontrado
Cobre,mg,"0,19","0,20",BRC0585F,Nome não encontrado
Selênio,mcg,"6,02","6,62",BRC0585F,Nome não encontrado
Vitamina A (RE),mcg,"24,4","26,8",BRC0585F,Nome não encontrado
Vitamina A (RAE),mcg,"19,1","21,0",BRC0585F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0585F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,59",BRC0585F,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0585F,Nome não encontrado
Riboflavina,mg,"0,31","0,35",BRC0585F,Nome não encontrado
Niacina,mg,"2,08","2,29",BRC0585F,Nome não encontrado
Vitamina B6,mg,"0,04","0,05",BRC0585F,Nome não encontrado
Vitamina B12,mcg,"0,60","0,65",BRC0585F,Nome não encontrado
Vitamina C,mg,"10,3","11,3",BRC0585F,Nome não encontrado
Equivalente de folato,mcg,"8,54","9,39",BRC0585F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0585F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0585F,Nome não encontrado
Gordura de adição,g,-,-,BRC0585F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0585F,Nome não encontrado
Proteína animal,g,-,-,BRC0585F,Nome não encontrado
