componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,177,44,BRC0216B,Nome não encontrado
Energia,kcal,42,10,BRC0216B,Nome não encontrado
Umidade,g,"88,3","22,1",BRC0216B,Nome não encontrado
Carboidrato total,g,"7,05","1,76",BRC0216B,Nome não encontrado
Carboidrato disponível,g,"5,43","1,36",BRC0216B,Nome não encontrado
Proteína,g,"1,33","0,33",BRC0216B,Nome não encontrado
Lipídios,g,"1,32","0,33",BRC0216B,Nome não encontrado
Fibra alimentar,g,"1,62","0,40",BRC0216B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0216B,Nome não encontrado
Cinzas,g,"2,02","0,51",BRC0216B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0216B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,05",BRC0216B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,07",BRC0216B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,19",BRC0216B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0216B,Nome não encontrado
Cálcio,mg,102,"25,5",BRC0216B,Nome não encontrado
Ferro,mg,"1,14","0,28",BRC0216B,Nome não encontrado
Sódio,mg,142,"35,7",BRC0216B,Nome não encontrado
Magnésio,mg,"14,6","3,64",BRC0216B,Nome não encontrado
Fósforo,mg,"47,2","11,8",BRC0216B,Nome não encontrado
Potássio,mg,439,109,BRC0216B,Nome não encontrado
Manganês,mg,"0,29","0,07",BRC0216B,Nome não encontrado
Zinco,mg,"0,24","0,06",BRC0216B,Nome não encontrado
Cobre,mg,"0,50","0,12",BRC0216B,Nome não encontrado
Selênio,mcg,"0,87","0,22",BRC0216B,Nome não encontrado
Vitamina A (RE),mcg,1274,318,BRC0216B,Nome não encontrado
Vitamina A (RAE),mcg,637,159,BRC0216B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0216B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,33","0,08",BRC0216B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0216B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0216B,Nome não encontrado
Niacina,mg,traços,traços,BRC0216B,Nome não encontrado
Vitamina B6,mg,"0,26","0,07",BRC0216B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0216B,Nome não encontrado
Vitamina C,mg,"5,92","1,48",BRC0216B,Nome não encontrado
Equivalente de folato,mcg,"53,4","13,4",BRC0216B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0216B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0216B,Nome não encontrado
Gordura de adição,g,-,-,BRC0216B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0216B,Nome não encontrado
Proteína animal,g,-,-,BRC0216B,Nome não encontrado
