componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1422,199,BRC1061B,Nome não encontrado
Energia,kcal,336,46,BRC1061B,Nome não encontrado
Umidade,g,"8,68","1,22",BRC1061B,Nome não encontrado
Carboidrato total,g,"80,9","11,3",BRC1061B,Nome não encontrado
Carboidrato disponível,g,"73,2","10,2",BRC1061B,Nome não encontrado
Proteína,g,"6,21","0,87",BRC1061B,Nome não encontrado
Lipídios,g,"0,30","0,04",BRC1061B,Nome não encontrado
Fibra alimentar,g,"7,70","1,08",BRC1061B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1061B,Nome não encontrado
Cinzas,g,"3,93","0,55",BRC1061B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC1061B,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,01",BRC1061B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,00",BRC1061B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,01",BRC1061B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC1061B,Nome não encontrado
Cálcio,mg,625,"87,5",BRC1061B,Nome não encontrado
Ferro,mg,"21,4","3,00",BRC1061B,Nome não encontrado
Sódio,mg,102,"14,3",BRC1061B,Nome não encontrado
Magnésio,mg,770,107,BRC1061B,Nome não encontrado
Fósforo,mg,"52,0","7,28",BRC1061B,Nome não encontrado
Potássio,mg,1125,157,BRC1061B,Nome não encontrado
Manganês,mg,"4,30","0,60",BRC1061B,Nome não encontrado
Zinco,mg,"5,80","0,81",BRC1061B,Nome não encontrado
Cobre,mg,"0,61","0,09",BRC1061B,Nome não encontrado
Selênio,mcg,"7,40","1,04",BRC1061B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC1061B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC1061B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1061B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,00","0,70",BRC1061B,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC1061B,Nome não encontrado
Riboflavina,mg,"0,22","0,03",BRC1061B,Nome não encontrado
Niacina,mg,"0,20","0,03",BRC1061B,Nome não encontrado
Vitamina B6,mg,"0,30","0,04",BRC1061B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC1061B,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC1061B,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC1061B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1061B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1061B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC1061B,Nome não encontrado
Proteína vegetal,g,"6,21","0,87",BRC1061B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC1061B,Nome não encontrado
