componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,330,98,BRC0729B,Nome não encontrado
Energia,kcal,79,23,BRC0729B,Nome não encontrado
Umidade,g,"81,9","24,6",BRC0729B,Nome não encontrado
Carboidrato total,g,"3,66","1,10",BRC0729B,Nome não encontrado
Carboidrato disponível,g,"2,26","0,68",BRC0729B,Nome não encontrado
Proteína,g,"8,91","2,67",BRC0729B,Nome não encontrado
Lipídios,g,"3,44","1,03",BRC0729B,Nome não encontrado
Fibra alimentar,g,"1,40","0,42",BRC0729B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0729B,Nome não encontrado
Cinzas,g,"2,10","0,63",BRC0729B,Nome não encontrado
Colesterol,mg,108,"32,5",BRC0729B,Nome não encontrado
Ácidos graxos saturados,g,"0,62","0,18",BRC0729B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,75","0,22",BRC0729B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,79","0,54",BRC0729B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0729B,Nome não encontrado
Cálcio,mg,"46,8","14,1",BRC0729B,Nome não encontrado
Ferro,mg,"1,27","0,38",BRC0729B,Nome não encontrado
Sódio,mg,584,175,BRC0729B,Nome não encontrado
Magnésio,mg,"17,3","5,18",BRC0729B,Nome não encontrado
Fósforo,mg,140,"42,1",BRC0729B,Nome não encontrado
Potássio,mg,213,"64,1",BRC0729B,Nome não encontrado
Manganês,mg,"0,08","0,02",BRC0729B,Nome não encontrado
Zinco,mg,"0,65","0,20",BRC0729B,Nome não encontrado
Cobre,mg,"0,24","0,07",BRC0729B,Nome não encontrado
Selênio,mcg,"0,19","0,06",BRC0729B,Nome não encontrado
Vitamina A (RE),mcg,"74,5","22,3",BRC0729B,Nome não encontrado
Vitamina A (RAE),mcg,"37,2","11,2",BRC0729B,Nome não encontrado
Vitamina D,mcg,"0,03","0,01",BRC0729B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,27","0,38",BRC0729B,Nome não encontrado
Tiamina,mg,"0,07","0,02",BRC0729B,Nome não encontrado
Riboflavina,mg,"0,02","0,00",BRC0729B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0729B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0729B,Nome não encontrado
Vitamina B12,mcg,"0,72","0,22",BRC0729B,Nome não encontrado
Vitamina C,mg,"11,1","3,33",BRC0729B,Nome não encontrado
Equivalente de folato,mcg,"16,9","5,06",BRC0729B,Nome não encontrado
Sal de adição,g,"0,47","0,14",BRC0729B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0729B,Nome não encontrado
Gordura de adição,g,-,-,BRC0729B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0729B,Nome não encontrado
Proteína animal,g,-,-,BRC0729B,Nome não encontrado
