componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,451,248,BRC0366N,Nome não encontrado
Energia,kcal,108,59,BRC0366N,Nome não encontrado
Umidade,g,"75,5","41,5",BRC0366N,Nome não encontrado
Carboidrato total,g,"9,65","5,31",BRC0366N,Nome não encontrado
Carboidrato disponível,g,"6,95","3,82",BRC0366N,Nome não encontrado
Proteína,g,"10,2","5,62",BRC0366N,Nome não encontrado
Lipídios,g,"3,72","2,05",BRC0366N,Nome não encontrado
Fibra alimentar,g,"2,70","1,49",BRC0366N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0366N,Nome não encontrado
Cinzas,g,"0,90","0,50",BRC0366N,Nome não encontrado
Colesterol,mg,"32,8","18,0",BRC0366N,Nome não encontrado
Ácidos graxos saturados,g,"1,75","0,96",BRC0366N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,20","0,66",BRC0366N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,31","0,17",BRC0366N,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,05",BRC0366N,Nome não encontrado
Cálcio,mg,"13,0","7,17",BRC0366N,Nome não encontrado
Ferro,mg,"1,21","0,66",BRC0366N,Nome não encontrado
Sódio,mg,149,"82,5",BRC0366N,Nome não encontrado
Magnésio,mg,"20,6","11,3",BRC0366N,Nome não encontrado
Fósforo,mg,"82,2","45,2",BRC0366N,Nome não encontrado
Potássio,mg,168,"92,9",BRC0366N,Nome não encontrado
Manganês,mg,"0,28","0,15",BRC0366N,Nome não encontrado
Zinco,mg,"3,02","1,66",BRC0366N,Nome não encontrado
Cobre,mg,"0,21","0,12",BRC0366N,Nome não encontrado
Selênio,mcg,"1,15","0,63",BRC0366N,Nome não encontrado
Vitamina A (RE),mcg,"16,4","9,04",BRC0366N,Nome não encontrado
Vitamina A (RAE),mcg,"8,43","4,64",BRC0366N,Nome não encontrado
Vitamina D,mcg,"0,83","0,46",BRC0366N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,04",BRC0366N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0366N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0366N,Nome não encontrado
Niacina,mg,"0,57","0,31",BRC0366N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0366N,Nome não encontrado
Vitamina B12,mcg,"0,81","0,44",BRC0366N,Nome não encontrado
Vitamina C,mg,"0,35","0,19",BRC0366N,Nome não encontrado
Equivalente de folato,mcg,"27,3","15,0",BRC0366N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0366N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0366N,Nome não encontrado
Gordura de adição,g,-,-,BRC0366N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0366N,Nome não encontrado
Proteína animal,g,-,-,BRC0366N,Nome não encontrado
