componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,214,192,BRC0615B,Nome não encontrado
Energia,kcal,52,46,BRC0615B,Nome não encontrado
Umidade,g,"89,5","80,6",BRC0615B,Nome não encontrado
Carboidrato total,g,"3,74","3,36",BRC0615B,Nome não encontrado
Carboidrato disponível,g,"1,28","1,15",BRC0615B,Nome não encontrado
Proteína,g,"1,27","1,14",BRC0615B,Nome não encontrado
Lipídios,g,"3,87","3,48",BRC0615B,Nome não encontrado
Fibra alimentar,g,"2,45","2,21",BRC0615B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0615B,Nome não encontrado
Cinzas,g,"1,61","1,45",BRC0615B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0615B,Nome não encontrado
Ácidos graxos saturados,g,"0,71","0,64",BRC0615B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,01","1,81",BRC0615B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,60","0,54",BRC0615B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0615B,Nome não encontrado
Cálcio,mg,"28,1","25,3",BRC0615B,Nome não encontrado
Ferro,mg,"1,20","1,08",BRC0615B,Nome não encontrado
Sódio,mg,434,390,BRC0615B,Nome não encontrado
Magnésio,mg,"12,9","11,6",BRC0615B,Nome não encontrado
Fósforo,mg,"26,1","23,5",BRC0615B,Nome não encontrado
Potássio,mg,158,142,BRC0615B,Nome não encontrado
Manganês,mg,"1,55","1,39",BRC0615B,Nome não encontrado
Zinco,mg,"0,29","0,26",BRC0615B,Nome não encontrado
Cobre,mg,"0,11","0,10",BRC0615B,Nome não encontrado
Selênio,mcg,"0,27","0,25",BRC0615B,Nome não encontrado
Vitamina A (RE),mcg,114,102,BRC0615B,Nome não encontrado
Vitamina A (RAE),mcg,"57,0","51,3",BRC0615B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0615B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,73","0,66",BRC0615B,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0615B,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0615B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0615B,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0615B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0615B,Nome não encontrado
Vitamina C,mg,"8,10","7,29",BRC0615B,Nome não encontrado
Equivalente de folato,mcg,"18,2","16,4",BRC0615B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0615B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0615B,Nome não encontrado
Gordura de adição,g,-,-,BRC0615B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0615B,Nome não encontrado
Proteína animal,g,-,-,BRC0615B,Nome não encontrado
