componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (60 g),codigo_alimento,nome_alimento
Energia,kJ,1098,658,BRC1080A,Nome não encontrado
Energia,kcal,263,157,BRC1080A,Nome não encontrado
Umidade,g,"49,0","29,4",BRC1080A,Nome não encontrado
Carboidrato total,g,"31,9","19,1",BRC1080A,Nome não encontrado
Carboidrato disponível,g,"30,6","18,3",BRC1080A,Nome não encontrado
Proteína,g,"4,08","2,45",BRC1080A,Nome não encontrado
Lipídios,g,"13,5","8,09",BRC1080A,Nome não encontrado
Fibra alimentar,g,"1,33","0,80",BRC1080A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1080A,Nome não encontrado
Cinzas,g,"1,55","0,93",BRC1080A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC1080A,Nome não encontrado
Ácidos graxos saturados,g,"2,21","1,33",BRC1080A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,20","2,52",BRC1080A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,68","4,01",BRC1080A,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,06",BRC1080A,Nome não encontrado
Cálcio,mg,"96,6","58,0",BRC1080A,Nome não encontrado
Ferro,mg,"5,67","3,40",BRC1080A,Nome não encontrado
Sódio,mg,228,136,BRC1080A,Nome não encontrado
Magnésio,mg,"28,6","17,2",BRC1080A,Nome não encontrado
Fósforo,mg,216,129,BRC1080A,Nome não encontrado
Potássio,mg,304,182,BRC1080A,Nome não encontrado
Manganês,mg,"0,46","0,28",BRC1080A,Nome não encontrado
Zinco,mg,"2,05","1,23",BRC1080A,Nome não encontrado
Cobre,mg,"0,15","0,09",BRC1080A,Nome não encontrado
Selênio,mcg,"0,22","0,13",BRC1080A,Nome não encontrado
Vitamina A (RE),mcg,"29,6","17,7",BRC1080A,Nome não encontrado
Vitamina A (RAE),mcg,"18,3","11,0",BRC1080A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1080A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,82","0,49",BRC1080A,Nome não encontrado
Tiamina,mg,"0,42","0,25",BRC1080A,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC1080A,Nome não encontrado
Niacina,mg,"0,16","0,10",BRC1080A,Nome não encontrado
Vitamina B6,mg,"0,50","0,30",BRC1080A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC1080A,Nome não encontrado
Vitamina C,mg,"42,0","25,2",BRC1080A,Nome não encontrado
Equivalente de folato,mcg,"17,1","10,3",BRC1080A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1080A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1080A,Nome não encontrado
Gordura de adição,g,-,-,BRC1080A,Nome não encontrado
Proteína vegetal,g,-,-,BRC1080A,Nome não encontrado
Proteína animal,g,-,-,BRC1080A,Nome não encontrado
