componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,458,252,BRC0504N,Nome não encontrado
Energia,kcal,109,59,BRC0504N,Nome não encontrado
Umidade,g,"75,7","41,6",BRC0504N,Nome não encontrado
Carboidrato total,g,"7,69","4,23",BRC0504N,Nome não encontrado
Carboidrato disponível,g,"6,79","3,73",BRC0504N,Nome não encontrado
Proteína,g,"12,3","6,76",BRC0504N,Nome não encontrado
Lipídios,g,"3,43","1,88",BRC0504N,Nome não encontrado
Fibra alimentar,g,"0,90","0,50",BRC0504N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0504N,Nome não encontrado
Cinzas,g,"0,93","0,51",BRC0504N,Nome não encontrado
Colesterol,mg,"31,4","17,3",BRC0504N,Nome não encontrado
Ácidos graxos saturados,g,"0,76","0,42",BRC0504N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,96","1,08",BRC0504N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,58","0,32",BRC0504N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0504N,Nome não encontrado
Cálcio,mg,"27,7","15,2",BRC0504N,Nome não encontrado
Ferro,mg,"0,68","0,37",BRC0504N,Nome não encontrado
Sódio,mg,243,133,BRC0504N,Nome não encontrado
Magnésio,mg,"10,9","6,00",BRC0504N,Nome não encontrado
Fósforo,mg,"90,8","49,9",BRC0504N,Nome não encontrado
Potássio,mg,180,"99,1",BRC0504N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0504N,Nome não encontrado
Zinco,mg,"0,43","0,24",BRC0504N,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0504N,Nome não encontrado
Selênio,mcg,"4,43","2,44",BRC0504N,Nome não encontrado
Vitamina A (RE),mcg,"63,4","34,9",BRC0504N,Nome não encontrado
Vitamina A (RAE),mcg,"31,9","17,6",BRC0504N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0504N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,35","0,19",BRC0504N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0504N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0504N,Nome não encontrado
Niacina,mg,"2,83","1,56",BRC0504N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0504N,Nome não encontrado
Vitamina B12,mcg,"0,06","0,03",BRC0504N,Nome não encontrado
Vitamina C,mg,"3,77","2,07",BRC0504N,Nome não encontrado
Equivalente de folato,mcg,"23,1","12,7",BRC0504N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0504N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0504N,Nome não encontrado
Gordura de adição,g,-,-,BRC0504N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0504N,Nome não encontrado
Proteína animal,g,-,-,BRC0504N,Nome não encontrado
