componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,1818,1272,BRC1205A,Nome não encontrado
Energia,kcal,436,305,BRC1205A,Nome não encontrado
Umidade,g,"21,5","15,1",BRC1205A,Nome não encontrado
Carboidrato total,g,"44,0","30,8",BRC1205A,Nome não encontrado
Carboidrato disponível,g,"42,1","29,5",BRC1205A,Nome não encontrado
Proteína,g,"7,14","5,00",BRC1205A,Nome não encontrado
Lipídios,g,"26,1","18,3",BRC1205A,Nome não encontrado
Fibra alimentar,g,"1,86","1,30",BRC1205A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1205A,Nome não encontrado
Cinzas,g,"1,26","0,88",BRC1205A,Nome não encontrado
Colesterol,mg,"60,9","42,6",BRC1205A,Nome não encontrado
Ácidos graxos saturados,g,"15,2","10,6",BRC1205A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,70","4,69",BRC1205A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,54",BRC1205A,Nome não encontrado
Ácidos graxos trans,g,"0,98","0,69",BRC1205A,Nome não encontrado
Cálcio,mg,"11,2","7,84",BRC1205A,Nome não encontrado
Ferro,mg,"3,09","2,16",BRC1205A,Nome não encontrado
Sódio,mg,488,341,BRC1205A,Nome não encontrado
Magnésio,mg,"18,2","12,7",BRC1205A,Nome não encontrado
Fósforo,mg,"73,3","51,3",BRC1205A,Nome não encontrado
Potássio,mg,108,"75,6",BRC1205A,Nome não encontrado
Manganês,mg,"0,35","0,25",BRC1205A,Nome não encontrado
Zinco,mg,"0,59","0,41",BRC1205A,Nome não encontrado
Cobre,mg,"0,11","0,08",BRC1205A,Nome não encontrado
Selênio,mcg,"5,51","3,86",BRC1205A,Nome não encontrado
Vitamina A (RE),mcg,254,177,BRC1205A,Nome não encontrado
Vitamina A (RAE),mcg,251,175,BRC1205A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1205A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,27","0,19",BRC1205A,Nome não encontrado
Tiamina,mg,"0,29","0,20",BRC1205A,Nome não encontrado
Riboflavina,mg,"0,51","0,36",BRC1205A,Nome não encontrado
Niacina,mg,"1,76","1,23",BRC1205A,Nome não encontrado
Vitamina B6,mg,"0,45","0,32",BRC1205A,Nome não encontrado
Vitamina B12,mcg,"0,05","0,04",BRC1205A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC1205A,Nome não encontrado
Equivalente de folato,mcg,107,"74,9",BRC1205A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1205A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1205A,Nome não encontrado
Gordura de adição,g,"24,6","17,2",BRC1205A,Nome não encontrado
Proteína vegetal,g,"7,02","4,91",BRC1205A,Nome não encontrado
Proteína animal,g,"0,11","0,08",BRC1205A,Nome não encontrado
