componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1834,550,BRC0111K,Nome não encontrado
Energia,kcal,437,131,BRC0111K,Nome não encontrado
Umidade,g,"10,00","3,00",BRC0111K,Nome não encontrado
Carboidrato total,g,"63,6","19,1",BRC0111K,Nome não encontrado
Carboidrato disponível,g,"58,8","17,6",BRC0111K,Nome não encontrado
Proteína,g,"7,40","2,22",BRC0111K,Nome não encontrado
Lipídios,g,"18,1","5,43",BRC0111K,Nome não encontrado
Fibra alimentar,g,"4,80","1,44",BRC0111K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0111K,Nome não encontrado
Cinzas,g,"0,90","0,27",BRC0111K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0111K,Nome não encontrado
Ácidos graxos saturados,g,"1,23","0,37",BRC0111K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"12,1","3,63",BRC0111K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,98","1,19",BRC0111K,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0111K,Nome não encontrado
Cálcio,mg,110,"33,0",BRC0111K,Nome não encontrado
Ferro,mg,"14,0","4,20",BRC0111K,Nome não encontrado
Sódio,mg,"12,0","3,60",BRC0111K,Nome não encontrado
Magnésio,mg,"59,0","17,7",BRC0111K,Nome não encontrado
Fósforo,mg,160,"48,0",BRC0111K,Nome não encontrado
Potássio,mg,120,"36,0",BRC0111K,Nome não encontrado
Manganês,mg,,,BRC0111K,Nome não encontrado
Zinco,mg,"1,40","0,42",BRC0111K,Nome não encontrado
Cobre,mg,,,BRC0111K,Nome não encontrado
Selênio,mcg,"0,50","0,15",BRC0111K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0111K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0111K,Nome não encontrado
Vitamina D,mcg,,,BRC0111K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,20","1,56",BRC0111K,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0111K,Nome não encontrado
Riboflavina,mg,"0,15","0,05",BRC0111K,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0111K,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0111K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0111K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0111K,Nome não encontrado
Equivalente de folato,mcg,"60,0","18,0",BRC0111K,Nome não encontrado
Sal de adição,g,,,BRC0111K,Nome não encontrado
Açúcar de adição,g,,,BRC0111K,Nome não encontrado
Gordura de adição,g,-,-,BRC0111K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0111K,Nome não encontrado
Proteína animal,g,-,-,BRC0111K,Nome não encontrado
