componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (60 g),codigo_alimento,nome_alimento
Energia,kJ,1561,936,BRC0153K,Nome não encontrado
Energia,kcal,374,224,BRC0153K,Nome não encontrado
Umidade,g,"32,6","19,5",BRC0153K,Nome não encontrado
Carboidrato total,g,"37,1","22,3",BRC0153K,Nome não encontrado
Carboidrato disponível,g,"36,1","21,7",BRC0153K,Nome não encontrado
Proteína,g,"6,89","4,13",BRC0153K,Nome não encontrado
Lipídios,g,"22,2","13,3",BRC0153K,Nome não encontrado
Fibra alimentar,g,"1,01","0,61",BRC0153K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0153K,Nome não encontrado
Cinzas,g,"1,22","0,73",BRC0153K,Nome não encontrado
Colesterol,mg,119,"71,9",BRC0153K,Nome não encontrado
Ácidos graxos saturados,g,"12,6","7,54",BRC0153K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,77","4,06",BRC0153K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,89","0,53",BRC0153K,Nome não encontrado
Ácidos graxos trans,g,"0,32","0,19",BRC0153K,Nome não encontrado
Cálcio,mg,120,"72,2",BRC0153K,Nome não encontrado
Ferro,mg,"1,62","0,97",BRC0153K,Nome não encontrado
Sódio,mg,"82,8","49,7",BRC0153K,Nome não encontrado
Magnésio,mg,"29,7","17,8",BRC0153K,Nome não encontrado
Fósforo,mg,151,"90,6",BRC0153K,Nome não encontrado
Potássio,mg,220,132,BRC0153K,Nome não encontrado
Manganês,mg,"0,17","0,10",BRC0153K,Nome não encontrado
Zinco,mg,"0,79","0,47",BRC0153K,Nome não encontrado
Cobre,mg,"0,13","0,08",BRC0153K,Nome não encontrado
Selênio,mcg,"6,13","3,68",BRC0153K,Nome não encontrado
Vitamina A (RE),mcg,110,"66,1",BRC0153K,Nome não encontrado
Vitamina A (RAE),mcg,109,"65,5",BRC0153K,Nome não encontrado
Vitamina D,mcg,"0,52","0,31",BRC0153K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67","0,40",BRC0153K,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0153K,Nome não encontrado
Riboflavina,mg,"0,28","0,17",BRC0153K,Nome não encontrado
Niacina,mg,"0,46","0,28",BRC0153K,Nome não encontrado
Vitamina B6,mg,"0,17","0,10",BRC0153K,Nome não encontrado
Vitamina B12,mcg,"0,51","0,30",BRC0153K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0153K,Nome não encontrado
Equivalente de folato,mcg,"44,2","26,5",BRC0153K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0153K,Nome não encontrado
Açúcar de adição,g,,,BRC0153K,Nome não encontrado
Gordura de adição,g,-,-,BRC0153K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0153K,Nome não encontrado
Proteína animal,g,-,-,BRC0153K,Nome não encontrado
