componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,149,357,245,BRC0115C,Nome não encontrado
Energia,kcal,35,84,58,BRC0115C,Nome não encontrado
Umidade,g,"90,7",217,149,BRC0115C,Nome não encontrado
Carboidrato total,g,"8,16","19,6","13,5",BRC0115C,Nome não encontrado
Carboidrato disponível,g,"7,24","17,4","11,9",BRC0115C,Nome não encontrado
Proteína,g,"0,63","1,50","1,03",BRC0115C,Nome não encontrado
Lipídios,g,"0,21","0,50","0,35",BRC0115C,Nome não encontrado
Fibra alimentar,g,"0,92","2,21","1,52",BRC0115C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0115C,Nome não encontrado
Cinzas,g,"0,41","0,98","0,67",BRC0115C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0115C,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,06","0,04",BRC0115C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,04","0,03",BRC0115C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,18","0,12",BRC0115C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0115C,Nome não encontrado
Cálcio,mg,"8,09","19,4","13,4",BRC0115C,Nome não encontrado
Ferro,mg,"0,30","0,73","0,50",BRC0115C,Nome não encontrado
Sódio,mg,"8,94","21,4","14,7",BRC0115C,Nome não encontrado
Magnésio,mg,"8,42","20,2","13,9",BRC0115C,Nome não encontrado
Fósforo,mg,"9,60","23,0","15,8",BRC0115C,Nome não encontrado
Potássio,mg,155,372,256,BRC0115C,Nome não encontrado
Manganês,mg,"0,54","1,28","0,88",BRC0115C,Nome não encontrado
Zinco,mg,"0,11","0,26","0,18",BRC0115C,Nome não encontrado
Cobre,mg,"0,07","0,16","0,11",BRC0115C,Nome não encontrado
Selênio,mcg,"0,32","0,77","0,53",BRC0115C,Nome não encontrado
Vitamina A (RE),mcg,"23,3","55,9","38,5",BRC0115C,Nome não encontrado
Vitamina A (RAE),mcg,"11,7","28,0","19,2",BRC0115C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0115C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,14","0,09",BRC0115C,Nome não encontrado
Tiamina,mg,"0,06","0,13","0,09",BRC0115C,Nome não encontrado
Riboflavina,mg,"0,02","0,06","0,04",BRC0115C,Nome não encontrado
Niacina,mg,"0,40","0,96","0,66",BRC0115C,Nome não encontrado
Vitamina B6,mg,"0,02","0,04","0,03",BRC0115C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0115C,Nome não encontrado
Vitamina C,mg,"16,8","40,3","27,7",BRC0115C,Nome não encontrado
Equivalente de folato,mcg,"8,40","20,2","13,9",BRC0115C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0115C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0115C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0115C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0115C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0115C,Nome não encontrado
