componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,640,351,255,BRC0532A,Nome não encontrado
Energia,kcal,153,84,61,BRC0532A,Nome não encontrado
Umidade,g,"69,0","37,9","27,6",BRC0532A,Nome não encontrado
Carboidrato total,g,"15,6","8,60","6,25",BRC0532A,Nome não encontrado
Carboidrato disponível,g,"13,8","7,61","5,53",BRC0532A,Nome não encontrado
Proteína,g,"6,50","3,58","2,60",BRC0532A,Nome não encontrado
Lipídios,g,"7,56","4,16","3,03",BRC0532A,Nome não encontrado
Fibra alimentar,g,"1,80","0,99","0,72",BRC0532A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0532A,Nome não encontrado
Cinzas,g,"1,31","0,72","0,52",BRC0532A,Nome não encontrado
Colesterol,mg,"16,3","8,95","6,51",BRC0532A,Nome não encontrado
Ácidos graxos saturados,g,"1,96","1,08","0,78",BRC0532A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,56","1,41","1,02",BRC0532A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,28","1,25","0,91",BRC0532A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC0532A,Nome não encontrado
Cálcio,mg,"5,83","3,20","2,33",BRC0532A,Nome não encontrado
Ferro,mg,"0,36","0,20","0,15",BRC0532A,Nome não encontrado
Sódio,mg,350,192,140,BRC0532A,Nome não encontrado
Magnésio,mg,"20,4","11,2","8,15",BRC0532A,Nome não encontrado
Fósforo,mg,"76,6","42,1","30,6",BRC0532A,Nome não encontrado
Potássio,mg,171,"94,4","68,7",BRC0532A,Nome não encontrado
Manganês,mg,"0,17","0,09","0,07",BRC0532A,Nome não encontrado
Zinco,mg,"0,91","0,50","0,36",BRC0532A,Nome não encontrado
Cobre,mg,"0,05","0,03","0,02",BRC0532A,Nome não encontrado
Selênio,mcg,"0,56","0,31","0,22",BRC0532A,Nome não encontrado
Vitamina A (RE),mcg,"20,4","11,2","8,16",BRC0532A,Nome não encontrado
Vitamina A (RAE),mcg,"10,2","5,61","4,08",BRC0532A,Nome não encontrado
Vitamina D,mcg,"0,22","0,12","0,09",BRC0532A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,68","0,37","0,27",BRC0532A,Nome não encontrado
Tiamina,mg,"0,15","0,08","0,06",BRC0532A,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0532A,Nome não encontrado
Niacina,mg,"1,31","0,72","0,53",BRC0532A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0532A,Nome não encontrado
Vitamina B12,mcg,"0,19","0,11","0,08",BRC0532A,Nome não encontrado
Vitamina C,mg,"3,76","2,07","1,50",BRC0532A,Nome não encontrado
Equivalente de folato,mcg,"6,05","3,33","2,42",BRC0532A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0532A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0532A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0532A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0532A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0532A,Nome não encontrado
