componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,140,335,230,BRC0131C,Nome não encontrado
Energia,kcal,33,79,54,BRC0131C,Nome não encontrado
Umidade,g,"91,4",219,150,BRC0131C,Nome não encontrado
Carboidrato total,g,"7,34","17,6","12,1",BRC0131C,Nome não encontrado
Carboidrato disponível,g,"6,99","16,8","11,5",BRC0131C,Nome não encontrado
Proteína,g,"0,76","1,82","1,25",BRC0131C,Nome não encontrado
Lipídios,g,"0,14","0,34","0,23",BRC0131C,Nome não encontrado
Fibra alimentar,g,"0,35","0,85","0,58",BRC0131C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0131C,Nome não encontrado
Cinzas,g,"0,36","0,87","0,60",BRC0131C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0131C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0131C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,04",BRC0131C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,18","0,12",BRC0131C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0131C,Nome não encontrado
Cálcio,mg,"9,06","21,7","14,9",BRC0131C,Nome não encontrado
Ferro,mg,"0,06","0,14","0,10",BRC0131C,Nome não encontrado
Sódio,mg,"2,32","5,58","3,83",BRC0131C,Nome não encontrado
Magnésio,mg,"8,30","19,9","13,7",BRC0131C,Nome não encontrado
Fósforo,mg,"17,1","41,1","28,3",BRC0131C,Nome não encontrado
Potássio,mg,138,333,228,BRC0131C,Nome não encontrado
Manganês,mg,"0,06","0,14","0,10",BRC0131C,Nome não encontrado
Zinco,mg,"0,02","0,05","0,03",BRC0131C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0131C,Nome não encontrado
Selênio,mcg,"0,31","0,75","0,52",BRC0131C,Nome não encontrado
Vitamina A (RE),mcg,"3,71","8,89","6,11",BRC0131C,Nome não encontrado
Vitamina A (RAE),mcg,"1,85","4,45","3,06",BRC0131C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0131C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,22","0,15",BRC0131C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0131C,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,01",BRC0131C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0131C,Nome não encontrado
Vitamina B6,mg,"0,01","0,01","0,01",BRC0131C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0131C,Nome não encontrado
Vitamina C,mg,"72,6",174,119,BRC0131C,Nome não encontrado
Equivalente de folato,mcg,"17,6","42,2","29,0",BRC0131C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0131C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0131C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0131C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0131C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0131C,Nome não encontrado
