componente,unidade,Valor por 100g,Colher sopa cheia (35 g),codigo_alimento,nome_alimento
Energia,kJ,658,230,BRC0195K,Nome não encontrado
Energia,kcal,155,54,BRC0195K,Nome não encontrado
Umidade,g,"62,2","21,8",BRC0195K,Nome não encontrado
Carboidrato total,g,"32,8","11,5",BRC0195K,Nome não encontrado
Carboidrato disponível,g,"31,9","11,1",BRC0195K,Nome não encontrado
Proteína,g,"2,62","0,92",BRC0195K,Nome não encontrado
Lipídios,g,"1,35","0,47",BRC0195K,Nome não encontrado
Fibra alimentar,g,"0,91","0,32",BRC0195K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0195K,Nome não encontrado
Cinzas,g,"1,06","0,37",BRC0195K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0195K,Nome não encontrado
Ácidos graxos saturados,g,"0,17","0,06",BRC0195K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,39","0,14",BRC0195K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,63","0,22",BRC0195K,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0195K,Nome não encontrado
Cálcio,mg,"30,8","10,8",BRC0195K,Nome não encontrado
Ferro,mg,"0,66","0,23",BRC0195K,Nome não encontrado
Sódio,mg,254,"89,1",BRC0195K,Nome não encontrado
Magnésio,mg,"19,1","6,70",BRC0195K,Nome não encontrado
Fósforo,mg,"56,3","19,7",BRC0195K,Nome não encontrado
Potássio,mg,152,"53,4",BRC0195K,Nome não encontrado
Manganês,mg,"0,33","0,11",BRC0195K,Nome não encontrado
Zinco,mg,"0,33","0,11",BRC0195K,Nome não encontrado
Cobre,mg,"0,10","0,03",BRC0195K,Nome não encontrado
Selênio,mcg,"0,75","0,26",BRC0195K,Nome não encontrado
Vitamina A (RE),mcg,"0,44","0,15",BRC0195K,Nome não encontrado
Vitamina A (RAE),mcg,"0,32","0,11",BRC0195K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0195K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,01",BRC0195K,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0195K,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0195K,Nome não encontrado
Niacina,mg,"0,02","0,01",BRC0195K,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0195K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0195K,Nome não encontrado
Vitamina C,mg,"9,06","3,17",BRC0195K,Nome não encontrado
Equivalente de folato,mcg,"0,46","0,16",BRC0195K,Nome não encontrado
Sal de adição,g,"0,50","0,18",BRC0195K,Nome não encontrado
Açúcar de adição,g,"8,50","2,98",BRC0195K,Nome não encontrado
Gordura de adição,g,-,-,BRC0195K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0195K,Nome não encontrado
Proteína animal,g,-,-,BRC0195K,Nome não encontrado
