componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,928,742,BRC0130G,Nome não encontrado
Energia,kcal,223,178,BRC0130G,Nome não encontrado
Umidade,g,"62,9","50,3",BRC0130G,Nome não encontrado
Carboidrato total,g,"3,54","2,83",BRC0130G,Nome não encontrado
Carboidrato disponível,g,"3,30","2,64",BRC0130G,Nome não encontrado
Proteína,g,"15,3","12,2",BRC0130G,Nome não encontrado
Lipídios,g,"16,5","13,2",BRC0130G,Nome não encontrado
Fibra alimentar,g,"0,24","0,19",BRC0130G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0130G,Nome não encontrado
Cinzas,g,"1,74","1,39",BRC0130G,Nome não encontrado
Colesterol,mg,"52,0","41,6",BRC0130G,Nome não encontrado
Ácidos graxos saturados,g,"9,31","7,45",BRC0130G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,89","3,11",BRC0130G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,34","0,27",BRC0130G,Nome não encontrado
Ácidos graxos trans,g,"0,56","0,45",BRC0130G,Nome não encontrado
Cálcio,mg,177,141,BRC0130G,Nome não encontrado
Ferro,mg,"0,41","0,32",BRC0130G,Nome não encontrado
Sódio,mg,447,358,BRC0130G,Nome não encontrado
Magnésio,mg,"18,4","14,8",BRC0130G,Nome não encontrado
Fósforo,mg,312,250,BRC0130G,Nome não encontrado
Potássio,mg,105,"84,6",BRC0130G,Nome não encontrado
Manganês,mg,"0,05","0,04",BRC0130G,Nome não encontrado
Zinco,mg,"2,32","1,86",BRC0130G,Nome não encontrado
Cobre,mg,"0,08","0,06",BRC0130G,Nome não encontrado
Selênio,mcg,"9,65","7,72",BRC0130G,Nome não encontrado
Vitamina A (RE),mcg,"89,1","71,3",BRC0130G,Nome não encontrado
Vitamina A (RAE),mcg,"85,4","68,3",BRC0130G,Nome não encontrado
Vitamina D,mcg,"0,26","0,21",BRC0130G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,23",BRC0130G,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0130G,Nome não encontrado
Riboflavina,mg,"0,14","0,11",BRC0130G,Nome não encontrado
Niacina,mg,"0,16","0,13",BRC0130G,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0130G,Nome não encontrado
Vitamina B12,mcg,"0,89","0,71",BRC0130G,Nome não encontrado
Vitamina C,mg,"6,64","5,31",BRC0130G,Nome não encontrado
Equivalente de folato,mcg,"4,37","3,50",BRC0130G,Nome não encontrado
Sal de adição,g,,,BRC0130G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0130G,Nome não encontrado
Gordura de adição,g,-,-,BRC0130G,Nome não encontrado
Proteína vegetal,g,-,-,BRC0130G,Nome não encontrado
Proteína animal,g,-,-,BRC0130G,Nome não encontrado
