componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1456,363,BRC0126A,Nome não encontrado
Energia,kcal,343,85,BRC0126A,Nome não encontrado
Umidade,g,"12,9","3,21",BRC0126A,Nome não encontrado
Carboidrato total,g,"79,2","19,8",BRC0126A,Nome não encontrado
Carboidrato disponível,g,"75,3","18,8",BRC0126A,Nome não encontrado
Proteína,g,"6,99","1,75",BRC0126A,Nome não encontrado
Lipídios,g,"0,69","0,17",BRC0126A,Nome não encontrado
Fibra alimentar,g,"3,95","0,99",BRC0126A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0126A,Nome não encontrado
Cinzas,g,"0,25","0,06",BRC0126A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0126A,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,05",BRC0126A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,14","0,04",BRC0126A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,28","0,07",BRC0126A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0126A,Nome não encontrado
Cálcio,mg,"1,98","0,50",BRC0126A,Nome não encontrado
Ferro,mg,"0,32","0,08",BRC0126A,Nome não encontrado
Sódio,mg,"0,80","0,20",BRC0126A,Nome não encontrado
Magnésio,mg,"12,4","3,11",BRC0126A,Nome não encontrado
Fósforo,mg,"48,9","12,2",BRC0126A,Nome não encontrado
Potássio,mg,"93,7","23,4",BRC0126A,Nome não encontrado
Manganês,mg,"0,09","0,02",BRC0126A,Nome não encontrado
Zinco,mg,"0,37","0,09",BRC0126A,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0126A,Nome não encontrado
Selênio,mcg,"15,1","3,77",BRC0126A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0126A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0126A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0126A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,02",BRC0126A,Nome não encontrado
Tiamina,mg,traços,traços,BRC0126A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0126A,Nome não encontrado
Niacina,mg,traços,traços,BRC0126A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0126A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0126A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0126A,Nome não encontrado
Equivalente de folato,mcg,"17,6","4,40",BRC0126A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0126A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0126A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0126A,Nome não encontrado
Proteína vegetal,g,"6,99","1,75",BRC0126A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0126A,Nome não encontrado
