componente,unidade,Valor por 100g,Colher sopa cheia (10 g),codigo_alimento,nome_alimento
Energia,kJ,179,17,BRC0057B,Nome não encontrado
Energia,kcal,43,4,BRC0057B,Nome não encontrado
Umidade,g,"86,5","8,65",BRC0057B,Nome não encontrado
Carboidrato total,g,"7,61","0,76",BRC0057B,Nome não encontrado
Carboidrato disponível,g,"4,43","0,44",BRC0057B,Nome não encontrado
Proteína,g,"3,39","0,34",BRC0057B,Nome não encontrado
Lipídios,g,"0,56","0,06",BRC0057B,Nome não encontrado
Fibra alimentar,g,"3,17","0,32",BRC0057B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0057B,Nome não encontrado
Cinzas,g,"1,96","0,20",BRC0057B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0057B,Nome não encontrado
Ácidos graxos saturados,g,"0,07","0,01",BRC0057B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0057B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,02",BRC0057B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0057B,Nome não encontrado
Cálcio,mg,213,"21,4",BRC0057B,Nome não encontrado
Ferro,mg,"3,79","0,38",BRC0057B,Nome não encontrado
Sódio,mg,"2,74","0,27",BRC0057B,Nome não encontrado
Magnésio,mg,"24,9","2,49",BRC0057B,Nome não encontrado
Fósforo,mg,"58,8","5,88",BRC0057B,Nome não encontrado
Potássio,mg,846,"84,7",BRC0057B,Nome não encontrado
Manganês,mg,"2,23","0,22",BRC0057B,Nome não encontrado
Zinco,mg,"1,58","0,16",BRC0057B,Nome não encontrado
Cobre,mg,"0,24","0,02",BRC0057B,Nome não encontrado
Selênio,mcg,"0,63","0,06",BRC0057B,Nome não encontrado
Vitamina A (RE),mcg,558,"55,8",BRC0057B,Nome não encontrado
Vitamina A (RAE),mcg,279,"27,9",BRC0057B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0057B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,05",BRC0057B,Nome não encontrado
Tiamina,mg,"0,11","0,01",BRC0057B,Nome não encontrado
Riboflavina,mg,"0,17","0,02",BRC0057B,Nome não encontrado
Niacina,mg,"0,82","0,08",BRC0057B,Nome não encontrado
Vitamina B6,mg,"0,50","0,05",BRC0057B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0057B,Nome não encontrado
Vitamina C,mg,"33,9","3,39",BRC0057B,Nome não encontrado
Equivalente de folato,mcg,116,"11,7",BRC0057B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0057B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0057B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0057B,Nome não encontrado
Proteína vegetal,g,"3,39","0,34",BRC0057B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0057B,Nome não encontrado
