componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,1504,451,BRC0898B,Nome não encontrado
Energia,kcal,354,106,BRC0898B,Nome não encontrado
Umidade,g,"11,0","3,30",BRC0898B,Nome não encontrado
Carboidrato total,g,"88,7","26,6",BRC0898B,Nome não encontrado
Carboidrato disponível,g,"87,8","26,3",BRC0898B,Nome não encontrado
Proteína,g,"0,19","0,06",BRC0898B,Nome não encontrado
Lipídios,g,"0,02","0,01",BRC0898B,Nome não encontrado
Fibra alimentar,g,"0,90","0,27",BRC0898B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0898B,Nome não encontrado
Cinzas,g,"0,11","0,03",BRC0898B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0898B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00",BRC0898B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0898B,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0898B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0898B,Nome não encontrado
Cálcio,mg,"20,0","6,00",BRC0898B,Nome não encontrado
Ferro,mg,"1,58","0,47",BRC0898B,Nome não encontrado
Sódio,mg,"1,00","0,30",BRC0898B,Nome não encontrado
Magnésio,mg,"1,00","0,30",BRC0898B,Nome não encontrado
Fósforo,mg,"7,00","2,10",BRC0898B,Nome não encontrado
Potássio,mg,"11,0","3,30",BRC0898B,Nome não encontrado
Manganês,mg,"0,11","0,03",BRC0898B,Nome não encontrado
Zinco,mg,"0,12","0,04",BRC0898B,Nome não encontrado
Cobre,mg,"0,02","0,01",BRC0898B,Nome não encontrado
Selênio,mcg,"0,80","0,24",BRC0898B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0898B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0898B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0898B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0898B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0898B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0898B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0898B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0898B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0898B,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0898B,Nome não encontrado
Equivalente de folato,mcg,"4,00","1,20",BRC0898B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0898B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0898B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0898B,Nome não encontrado
Proteína vegetal,g,"0,19","0,06",BRC0898B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0898B,Nome não encontrado
