componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,464,254,BRC0670N,Nome não encontrado
Energia,kcal,110,60,BRC0670N,Nome não encontrado
Umidade,g,"76,5","42,1",BRC0670N,Nome não encontrado
Carboidrato total,g,"8,07","4,44",BRC0670N,Nome não encontrado
Carboidrato disponível,g,"7,22","3,97",BRC0670N,Nome não encontrado
Proteína,g,"10,8","5,93",BRC0670N,Nome não encontrado
Lipídios,g,"4,08","2,24",BRC0670N,Nome não encontrado
Fibra alimentar,g,"0,85","0,47",BRC0670N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0670N,Nome não encontrado
Cinzas,g,"0,58","0,32",BRC0670N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0670N,Nome não encontrado
Ácidos graxos saturados,g,"1,97","1,09",BRC0670N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,38","0,76",BRC0670N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,24","0,13",BRC0670N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0670N,Nome não encontrado
Cálcio,mg,"10,0","5,52",BRC0670N,Nome não encontrado
Ferro,mg,"1,32","0,73",BRC0670N,Nome não encontrado
Sódio,mg,149,"82,4",BRC0670N,Nome não encontrado
Magnésio,mg,"10,2","5,58",BRC0670N,Nome não encontrado
Fósforo,mg,"66,3","36,5",BRC0670N,Nome não encontrado
Potássio,mg,142,"78,6",BRC0670N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0670N,Nome não encontrado
Zinco,mg,"2,83","1,56",BRC0670N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0670N,Nome não encontrado
Selênio,mcg,"0,35","0,19",BRC0670N,Nome não encontrado
Vitamina A (RE),mcg,"22,3","12,2",BRC0670N,Nome não encontrado
Vitamina A (RAE),mcg,"11,1","6,12",BRC0670N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0670N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,14",BRC0670N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0670N,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0670N,Nome não encontrado
Niacina,mg,"0,57","0,31",BRC0670N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0670N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0670N,Nome não encontrado
Vitamina C,mg,"0,27","0,15",BRC0670N,Nome não encontrado
Equivalente de folato,mcg,"31,8","17,5",BRC0670N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0670N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0670N,Nome não encontrado
Gordura de adição,g,-,-,BRC0670N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0670N,Nome não encontrado
Proteína animal,g,-,-,BRC0670N,Nome não encontrado
