componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2386,715,BRC0015U,Nome não encontrado
Energia,kcal,576,172,BRC0015U,Nome não encontrado
Umidade,g,"4,37","1,31",BRC0015U,Nome não encontrado
Carboidrato total,g,"27,2","8,15",BRC0015U,Nome não encontrado
Carboidrato disponível,g,"16,6","4,97",BRC0015U,Nome não encontrado
Proteína,g,"20,2","6,05",BRC0015U,Nome não encontrado
Lipídios,g,"45,3","13,6",BRC0015U,Nome não encontrado
Fibra alimentar,g,"10,6","3,18",BRC0015U,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0015U,Nome não encontrado
Cinzas,g,"2,98","0,89",BRC0015U,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0015U,Nome não encontrado
Ácidos graxos saturados,g,"5,91","1,77",BRC0015U,Nome não encontrado
Ácidos graxos monoinsaturados,g,"23,3","6,98",BRC0015U,Nome não encontrado
Ácidos graxos poliinsaturados,g,"14,4","4,31",BRC0015U,Nome não encontrado
Ácidos graxos trans,g,,,BRC0015U,Nome não encontrado
Cálcio,mg,105,"31,5",BRC0015U,Nome não encontrado
Ferro,mg,"3,92","1,18",BRC0015U,Nome não encontrado
Sódio,mg,"1,00","0,30",BRC0015U,Nome não encontrado
Magnésio,mg,121,"36,3",BRC0015U,Nome não encontrado
Fósforo,mg,490,147,BRC0015U,Nome não encontrado
Potássio,mg,1025,307,BRC0015U,Nome não encontrado
Manganês,mg,"1,20","0,36",BRC0015U,Nome não encontrado
Zinco,mg,"2,20","0,66",BRC0015U,Nome não encontrado
Cobre,mg,"1,30","0,39",BRC0015U,Nome não encontrado
Selênio,mcg,"0,70","0,21",BRC0015U,Nome não encontrado
Vitamina A (RE),mcg,-,-,BRC0015U,Nome não encontrado
Vitamina A (RAE),mcg,-,-,BRC0015U,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0015U,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,86","0,86",BRC0015U,Nome não encontrado
Tiamina,mg,"0,87","0,26",BRC0015U,Nome não encontrado
Riboflavina,mg,"0,16","0,05",BRC0015U,Nome não encontrado
Niacina,mg,"1,30","0,39",BRC0015U,Nome não encontrado
Vitamina B6,mg,"1,70","0,51",BRC0015U,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0015U,Nome não encontrado
Vitamina C,mg,"5,60","1,68",BRC0015U,Nome não encontrado
Equivalente de folato,mcg,"51,0","15,3",BRC0015U,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0015U,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0015U,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0015U,Nome não encontrado
Proteína vegetal,g,"20,2","6,05",BRC0015U,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0015U,Nome não encontrado
