componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,222,122,BRC0423N,Nome não encontrado
Energia,kcal,53,29,BRC0423N,Nome não encontrado
Umidade,g,"85,5","47,0",BRC0423N,Nome não encontrado
Carboidrato total,g,"9,96","5,48",BRC0423N,Nome não encontrado
Carboidrato disponível,g,"6,49","3,57",BRC0423N,Nome não encontrado
Proteína,g,"2,12","1,17",BRC0423N,Nome não encontrado
Lipídios,g,"1,29","0,71",BRC0423N,Nome não encontrado
Fibra alimentar,g,"3,47","1,91",BRC0423N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0423N,Nome não encontrado
Cinzas,g,"1,10","0,60",BRC0423N,Nome não encontrado
Colesterol,mg,"4,41","2,42",BRC0423N,Nome não encontrado
Ácidos graxos saturados,g,"0,61","0,33",BRC0423N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,16",BRC0423N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,10",BRC0423N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0423N,Nome não encontrado
Cálcio,mg,"57,3","31,5",BRC0423N,Nome não encontrado
Ferro,mg,"0,17","0,10",BRC0423N,Nome não encontrado
Sódio,mg,"19,1","10,5",BRC0423N,Nome não encontrado
Magnésio,mg,"9,64","5,30",BRC0423N,Nome não encontrado
Fósforo,mg,"43,8","24,1",BRC0423N,Nome não encontrado
Potássio,mg,175,"96,3",BRC0423N,Nome não encontrado
Manganês,mg,"0,05","0,03",BRC0423N,Nome não encontrado
Zinco,mg,"0,23","0,13",BRC0423N,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0423N,Nome não encontrado
Selênio,mcg,"0,92","0,51",BRC0423N,Nome não encontrado
Vitamina A (RE),mcg,"78,2","43,0",BRC0423N,Nome não encontrado
Vitamina A (RAE),mcg,"46,2","25,4",BRC0423N,Nome não encontrado
Vitamina D,mcg,"0,03","0,02",BRC0423N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,14",BRC0423N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0423N,Nome não encontrado
Riboflavina,mg,"0,11","0,06",BRC0423N,Nome não encontrado
Niacina,mg,traços,traços,BRC0423N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0423N,Nome não encontrado
Vitamina B12,mcg,"0,15","0,08",BRC0423N,Nome não encontrado
Vitamina C,mg,"54,4","29,9",BRC0423N,Nome não encontrado
Equivalente de folato,mcg,"27,3","15,0",BRC0423N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0423N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0423N,Nome não encontrado
Gordura de adição,g,-,-,BRC0423N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0423N,Nome não encontrado
Proteína animal,g,-,-,BRC0423N,Nome não encontrado
