componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,227,125,BRC0134N,Nome não encontrado
Energia,kcal,54,29,BRC0134N,Nome não encontrado
Umidade,g,"81,9","45,0",BRC0134N,Nome não encontrado
Carboidrato total,g,"11,7","6,46",BRC0134N,Nome não encontrado
Carboidrato disponível,g,"7,09","3,90",BRC0134N,Nome não encontrado
Proteína,g,"3,23","1,77",BRC0134N,Nome não encontrado
Lipídios,g,"0,40","0,22",BRC0134N,Nome não encontrado
Fibra alimentar,g,"4,66","2,56",BRC0134N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0134N,Nome não encontrado
Cinzas,g,"0,78","0,43",BRC0134N,Nome não encontrado
Colesterol,mg,"1,21","0,66",BRC0134N,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,05",BRC0134N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,04",BRC0134N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,11",BRC0134N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0134N,Nome não encontrado
Cálcio,mg,"21,6","11,9",BRC0134N,Nome não encontrado
Ferro,mg,"0,83","0,46",BRC0134N,Nome não encontrado
Sódio,mg,102,"56,6",BRC0134N,Nome não encontrado
Magnésio,mg,"21,8","12,0",BRC0134N,Nome não encontrado
Fósforo,mg,"54,4","29,9",BRC0134N,Nome não encontrado
Potássio,mg,171,"94,5",BRC0134N,Nome não encontrado
Manganês,mg,"0,23","0,13",BRC0134N,Nome não encontrado
Zinco,mg,"1,00","0,55",BRC0134N,Nome não encontrado
Cobre,mg,"0,30","0,16",BRC0134N,Nome não encontrado
Selênio,mcg,"1,76","0,97",BRC0134N,Nome não encontrado
Vitamina A (RE),mcg,"30,8","17,0",BRC0134N,Nome não encontrado
Vitamina A (RAE),mcg,"15,6","8,60",BRC0134N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0134N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,03",BRC0134N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0134N,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0134N,Nome não encontrado
Niacina,mg,"0,32","0,17",BRC0134N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0134N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0134N,Nome não encontrado
Vitamina C,mg,"0,46","0,25",BRC0134N,Nome não encontrado
Equivalente de folato,mcg,"59,6","32,8",BRC0134N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0134N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0134N,Nome não encontrado
Gordura de adição,g,-,-,BRC0134N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0134N,Nome não encontrado
Proteína animal,g,-,-,BRC0134N,Nome não encontrado
