componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,516,283,206,BRC0515A,Nome não encontrado
Energia,kcal,123,67,49,BRC0515A,Nome não encontrado
Umidade,g,"73,4","40,4","29,4",BRC0515A,Nome não encontrado
Carboidrato total,g,"16,7","9,20","6,69",BRC0515A,Nome não encontrado
Carboidrato disponível,g,"15,0","8,23","5,98",BRC0515A,Nome não encontrado
Proteína,g,"4,46","2,46","1,79",BRC0515A,Nome não encontrado
Lipídios,g,"4,63","2,55","1,85",BRC0515A,Nome não encontrado
Fibra alimentar,g,"1,78","0,98","0,71",BRC0515A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0515A,Nome não encontrado
Cinzas,g,"0,76","0,42","0,31",BRC0515A,Nome não encontrado
Colesterol,mg,"40,8","22,4","16,3",BRC0515A,Nome não encontrado
Ácidos graxos saturados,g,"1,01","0,55","0,40",BRC0515A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,37","0,75","0,55",BRC0515A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,87","1,03","0,75",BRC0515A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,01",BRC0515A,Nome não encontrado
Cálcio,mg,"10,2","5,59","4,07",BRC0515A,Nome não encontrado
Ferro,mg,"0,37","0,20","0,15",BRC0515A,Nome não encontrado
Sódio,mg,133,"73,7","53,6",BRC0515A,Nome não encontrado
Magnésio,mg,"19,5","10,7","7,80",BRC0515A,Nome não encontrado
Fósforo,mg,"80,1","44,0","32,0",BRC0515A,Nome não encontrado
Potássio,mg,116,"64,1","46,6",BRC0515A,Nome não encontrado
Manganês,mg,"0,19","0,11","0,08",BRC0515A,Nome não encontrado
Zinco,mg,"0,53","0,29","0,21",BRC0515A,Nome não encontrado
Cobre,mg,"0,04","0,02","0,01",BRC0515A,Nome não encontrado
Selênio,mcg,"2,82","1,55","1,13",BRC0515A,Nome não encontrado
Vitamina A (RE),mcg,"81,2","44,7","32,5",BRC0515A,Nome não encontrado
Vitamina A (RAE),mcg,"49,2","27,1","19,7",BRC0515A,Nome não encontrado
Vitamina D,mcg,"0,24","0,13","0,10",BRC0515A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,69","0,38","0,28",BRC0515A,Nome não encontrado
Tiamina,mg,"0,12","0,06","0,05",BRC0515A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,02",BRC0515A,Nome não encontrado
Niacina,mg,"0,62","0,34","0,25",BRC0515A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0515A,Nome não encontrado
Vitamina B12,mcg,"0,12","0,06","0,05",BRC0515A,Nome não encontrado
Vitamina C,mg,"1,19","0,65","0,47",BRC0515A,Nome não encontrado
Equivalente de folato,mcg,"8,41","4,63","3,36",BRC0515A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0515A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0515A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0515A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0515A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0515A,Nome não encontrado
