componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,477,286,BRC0620A,Nome não encontrado
Energia,kcal,131,78,BRC0620A,Nome não encontrado
Umidade,g,"74,9","44,9",BRC0620A,Nome não encontrado
Carboidrato total,g,"12,3","7,38",BRC0620A,Nome não encontrado
Carboidrato disponível,g,"11,6","6,93",BRC0620A,Nome não encontrado
Proteína,g,"4,35","2,61",BRC0620A,Nome não encontrado
Lipídios,g,"7,28","4,37",BRC0620A,Nome não encontrado
Fibra alimentar,g,"0,75","0,45",BRC0620A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0620A,Nome não encontrado
Cinzas,g,"1,18","0,71",BRC0620A,Nome não encontrado
Colesterol,mg,"48,6","29,2",BRC0620A,Nome não encontrado
Ácidos graxos saturados,g,"3,62","2,17",BRC0620A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,99","1,19",BRC0620A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,96","0,58",BRC0620A,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,07",BRC0620A,Nome não encontrado
Cálcio,mg,"69,2","41,5",BRC0620A,Nome não encontrado
Ferro,mg,"0,53","0,32",BRC0620A,Nome não encontrado
Sódio,mg,247,148,BRC0620A,Nome não encontrado
Magnésio,mg,"11,3","6,77",BRC0620A,Nome não encontrado
Fósforo,mg,"77,1","46,3",BRC0620A,Nome não encontrado
Potássio,mg,183,110,BRC0620A,Nome não encontrado
Manganês,mg,"0,09","0,06",BRC0620A,Nome não encontrado
Zinco,mg,"0,44","0,27",BRC0620A,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0620A,Nome não encontrado
Selênio,mcg,"5,29","3,17",BRC0620A,Nome não encontrado
Vitamina A (RE),mcg,"84,2","50,5",BRC0620A,Nome não encontrado
Vitamina A (RAE),mcg,"81,7","49,0",BRC0620A,Nome não encontrado
Vitamina D,mcg,"0,85","0,51",BRC0620A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,57","0,34",BRC0620A,Nome não encontrado
Tiamina,mg,"0,06","0,04",BRC0620A,Nome não encontrado
Riboflavina,mg,"0,14","0,09",BRC0620A,Nome não encontrado
Niacina,mg,"0,86","0,52",BRC0620A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0620A,Nome não encontrado
Vitamina B12,mcg,"0,27","0,16",BRC0620A,Nome não encontrado
Vitamina C,mg,"1,63","0,98",BRC0620A,Nome não encontrado
Equivalente de folato,mcg,"10,2","6,15",BRC0620A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0620A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0620A,Nome não encontrado
Gordura de adição,g,-,-,BRC0620A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0620A,Nome não encontrado
Proteína animal,g,-,-,BRC0620A,Nome não encontrado
