componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,652,358,260,BRC0716A,Nome não encontrado
Energia,kcal,155,85,62,BRC0716A,Nome não encontrado
Umidade,g,"66,8","36,7","26,7",BRC0716A,Nome não encontrado
Carboidrato total,g,"14,0","7,70","5,60",BRC0716A,Nome não encontrado
Carboidrato disponível,g,"13,3","7,31","5,31",BRC0716A,Nome não encontrado
Proteína,g,"13,1","7,21","5,24",BRC0716A,Nome não encontrado
Lipídios,g,"5,35","2,94","2,14",BRC0716A,Nome não encontrado
Fibra alimentar,g,"0,72","0,40","0,29",BRC0716A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0716A,Nome não encontrado
Cinzas,g,"0,78","0,43","0,31",BRC0716A,Nome não encontrado
Colesterol,mg,"42,8","23,5","17,1",BRC0716A,Nome não encontrado
Ácidos graxos saturados,g,"1,22","0,67","0,49",BRC0716A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,43","0,79","0,57",BRC0716A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,67","0,92","0,67",BRC0716A,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03","0,02",BRC0716A,Nome não encontrado
Cálcio,mg,"8,01","4,40","3,20",BRC0716A,Nome não encontrado
Ferro,mg,"3,74","2,06","1,50",BRC0716A,Nome não encontrado
Sódio,mg,"37,9","20,8","15,1",BRC0716A,Nome não encontrado
Magnésio,mg,"17,3","9,54","6,94",BRC0716A,Nome não encontrado
Fósforo,mg,"97,5","53,6","39,0",BRC0716A,Nome não encontrado
Potássio,mg,133,"73,4","53,4",BRC0716A,Nome não encontrado
Manganês,mg,"1,01","0,56","0,40",BRC0716A,Nome não encontrado
Zinco,mg,"0,78","0,43","0,31",BRC0716A,Nome não encontrado
Cobre,mg,"0,10","0,06","0,04",BRC0716A,Nome não encontrado
Selênio,mcg,"1,90","1,04","0,76",BRC0716A,Nome não encontrado
Vitamina A (RE),mcg,"4,33","2,38","1,73",BRC0716A,Nome não encontrado
Vitamina A (RAE),mcg,"0,96","0,53","0,38",BRC0716A,Nome não encontrado
Vitamina D,mcg,"0,01","0,00","0,00",BRC0716A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,33","0,18","0,13",BRC0716A,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0716A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0716A,Nome não encontrado
Niacina,mg,"5,14","2,83","2,05",BRC0716A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0716A,Nome não encontrado
Vitamina B12,mcg,"0,12","0,07","0,05",BRC0716A,Nome não encontrado
Vitamina C,mg,"0,78","0,43","0,31",BRC0716A,Nome não encontrado
Equivalente de folato,mcg,"3,99","2,20","1,60",BRC0716A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0716A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0716A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0716A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0716A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0716A,Nome não encontrado
